0,1,2,3
1346_train,Study Suggests Spaceflight May Decrease Human Immunity,NASA -- A NASA-funded study has found the human body''s ability to fight off disease may be decreased by spaceflight. The effect may even linger after an astronaut''s return to Earth following long flights...,Sci/Tech
1347_train,House Approves Penalties for False Web Records,The US House of Representatives on Tuesday approved a bill that would increase jail time for identity thieves and other fraudulent Web users who register sites under false identities.,Sci/Tech
1348_train,"Mitsubishi Elec to stop producing TV LCDs, focus on smaller panels &lt;b&gt;...&lt;/b&gt;","TOKYO (AFX) - Mitsubishi Electric Corp plans to stop producing LCD (liquid crystal display) panels for television sets and personal computers and shift to smaller panels for cellular phones and industrial equipment, the Nihon Keizai Shimbun reported ",Sci/Tech
1349_train,PayPal Makes Amends for Recent Outage (AP),AP - Online payment service PayPal said it will essentially waive transaction fees for some customers on Thursday to make amends for the inconvenience caused by about five days of intermittent service outages earlier this month.,Sci/Tech
134_train,Update 1: Glaxo Stocks Advance; Merck Stocks Slip,Pharmaceutical stocks were trading slightly higher after news Thursday that GlaxoSmithKline Plc was going to settle with New York Attorney General Eliot Spitzer over allegations the company hid safety studies for its anti-depressant Paxil.,Business
1350_train,Fever pitch for mobile entertainment market,"It has been 25 years since Sony launched the original Walkman, now the portable entertainment scene is going through a energetic renaissance, but this time it is digital.",Sci/Tech
1351_train,Fossil Ape May Be Ancestor of All Apes -- Report (Reuters),"Reuters - An ape that lived 13 million years\ago in what is now Spain may have been the last common ancestor\of all apes, including chimpanzees, gorillas, orangutans and\humans, researchers said on Thursday.",Sci/Tech
1352_train,Meltdown: Arctic wildlife is on the brink of catastrophe,"Polar bears could be decades from extinction, a survey into global warming has found. Steve Connor reports on the crisis that threatens the polar ice-cap.",Sci/Tech
1353_train,New Sony Walkman Can #39;t Break IPod #39;s Stride,"NEW YORK - If there #39;s one thing that makes Sony #39;s Network Walkman seem superior to Apple Computer #39;s iPod, at least at first glance, it #39;s the issue of size versus storage capacity.",Sci/Tech
1354_train,The sun sets on the VCR,The likely death of the video recorder - as reflected in the decision of Dixons not to stock them any more because of the popularity of DVDs - will come as a post-dated relief for millions of adults who claimed never to be able to programme them in the ,Sci/Tech
1355_train,Nasscom urges WB to boost infrastructure,"West Bengal government should give more emphasis to infrastructure development by building more roads, rapid transit and communication systems for providing a conducive environment to the information technology sector, Nasscom president Kiran Karnik said ",Sci/Tech
1356_train,Report: North Korea Cracking Down on Mobile Phones," TOKYO (Reuters) - North Korea is cracking down on the use  of mobile phones in border areas in a bid to stop smuggling and  ''spy activities,'' Japan''s Kyodo news agency said on Monday.",Sci/Tech
1357_train,N.D. Consortium Wins NASA Research Job (AP),"AP - NASA has awarded control of its DC-8 research aircraft to the Upper Midwest Space Consortium at the University of North Dakota, a move officials say will create new jobs at the university and give it added national prestige.",Sci/Tech
1358_train,Ontario Pledges New Actions Against Child Pornography And Child &lt;b&gt;...&lt;/b&gt;,"The Ontario government has announced new measures today to tackle child pornography online and Internet luring. Research shows 40 percent of Canadian youth report that someone they met on the Internet, requested personal information.",Sci/Tech
1359_train,Symantec issues fixes for critical flaws,"Symantec has released firmware fixes for a string of critical security holes in its firewall/VPN and Gateway Security products which could be exploited to cause a denial of service, identify ",Sci/Tech
1360_train,Realtors to try again to put deals online,"In the heady days of the dot-com boom, when pet food and groceries were sold on the Internet and venture capitalists seemingly tossed double- digit millions at any business plan with online possibilities, real estate stood waiting to be part of the ",Sci/Tech
1361_train,Russia postpones test launch of new booster rocket,"Russia has postponed the test launch of a new booster rocket scheduled for Friday, the Defense Ministry said Thursday. The launch of the Soyuz-2 medium-size rocket from Russia #39;s ",Sci/Tech
1362_train,First Jailed Spammer Gets 9 Years,"Thirty-year-old Jeremy Jaynes, a US citizen settled in North Carolina, has been sentenced to nine years in prison for sending junk e-mails with fraudulent and untraceable routing information.",Sci/Tech
1363_train,HDS Launches TagmaStore,"When it comes to storage technology, there are a number of vendors pushing back the frontiers in what is possible. This week Hitachi Data Systems (HDS), one of the giants in this extremely competitive space ",Sci/Tech
1364_train,"Pioneer, Sharp Let Blu-ray Play","CHIBA, JAPAN -- Two companies supporting the Blu-ray Disc optical disc format unveiled prototype players at the Ceatec 2004 exhibition, taking place here this week.",Sci/Tech
1365_train,ATI Radeon Xpress 200G reference board,&lt;strong&gt;Review&lt;/strong&gt; Quite a tempting package?,Sci/Tech
1366_train,3G: Anything in it for businesses?,"HONG KONG -- Consumers have been promised a lot from the high-speed 3G (third generation) cellular networks being rolled out around the world, but is there much in it for businesses?",Sci/Tech
1367_train,Apple recalls PowerBook batteries (MacCentral),"MacCentral - Apple Computer Inc. on Thursday issued a recall for PowerBook batteries sold from January 2004 through August 2004 for use with 15-inch PowerBook G4 (Aluminum) notebook computers. The batteries, made by LG Chem, Ltd. of South Korea, could overheat, posing a fire hazard -- Apple said they have received four such reports, although no injuries have been reported.",Sci/Tech
1368_train,NASA aims to launch shuttle nine-day window in March,"CAPE CANAVERAL-- NASA aims to launch its first post-Columbia shuttle mission during a shortened nine-day window March, and failure to do so likely would delay a planned return to flight until at least May.",Sci/Tech
1369_train,Intel releases new leader of Pentium M pack,ZDNet #39;s survey of IT professionals in October kept upgrading hardware at number two on the businesses radar throughout the year.,Sci/Tech
136_train,Aerospace Rebound Good for Gen. Dynamics,Defense contractor General Dynamics Corp. on Wednesday posted a higher third-quarter profit led by a big rebound in its aerospace segment.,Business
1370_train,Report: Transition to 3G Wireless Networks Could Be Bumpy,Wireless vendors are committed to building 3G systems despite the fear that users will turn up their nose at all the extra bandwidth.,Sci/Tech
1371_train,Search heads toward enterprise desktops (InfoWorld),"InfoWorld - Desktop search has its sights set on corporate PCs, leaving enterprise IT wary of potential security issues associated with the highly anticipated tools.",Sci/Tech
1372_train,Running Extra Mile Sets Humans Apart in Primates'' World,"The ability of early human ancestors to run long distances may have influenced the transition to today''s body form, researchers report.",Sci/Tech
1373_train,Playing With TV,"This holiday the hottest new products for kids have one thing in common: They all interact with the tube, whether by means of sensors, radio-wave technology or the regular old TV remote control.",Sci/Tech
1374_train,Samsung Samples First 512Mbit GDDR3,"Seoul, South Korea-based Samsung Electronics Co. Ltd. has begun shipping a 512Mbit GDDR2 memory device, one it claims is the most advanced graphics double-data-rate synchronous DRAM available.",Sci/Tech
1375_train,IBM to manage customer relations for D B,"Deal has Big Blue handling data acquisition and delivery, customer service, financial processes for business information provider.",Sci/Tech
1376_train,Apple blocks music sales to older iTunes,"com November 3, 2004, 11:26 AM PT. This priority retains its ranking at number five as more and more companies deploy Web services to share business logic, data and processes with each other and with clients.",Sci/Tech
1377_train,"Almost Here: Cellphones at 37,000 Feet","For those who need to make telephone calls in flight and don''t want to sell the second car to finance them, help is on the way.",Sci/Tech
1378_train,"Dozen costs, dozen eggs cost","The word dozen is similar to the words hundred, thousand and million. On their own, they are nouns, whose plural forms are the same as their singular forms (eg a dozen, two ",Sci/Tech
1379_train,France fries cell phones,Performance venues there can now install signal-jamming equipment to deal with rude mobile-phone users.,Sci/Tech
137_train,"Dollar Holds Gains, Fed Comments Help (Reuters)","Reuters - The dollar held on to the previous day''s\gain on Tuesday, supported by a retreat in oil prices and\upbeat comments on the U.S. economy from Federal Reserve\officials.",Business
1380_train,Microsoft Takes Aim at Apples iPod,"Microsoft, a company long known for waking up to a market after its competitors only to dominate that same market, has finally woken up to the digital music market.",Sci/Tech
1381_train,"Intel, Nokia team up to develop  quot;smart quot; phone","Chip giant Intel announced that it has joined forces with the world #39;s largest handset maker, Nokia, to develop the next generation mobile phone.",Sci/Tech
1382_train,Microsoft shares Office source code with governments,"As a result of the ongoing success of the Microsoft Government Security Program (GSP) and positive feedback from governmental entities, Microsoft has announced it will offer access to the source code of its flagship desktop offering, Microsoft Office 2003 ",Sci/Tech
1383_train,Emoticons Invade Mars,"The Mars Global Surveyor released the latest glyph image that appears to evoke the kinds of communication in rock formations that has become famous among Mars'' watchers on the internet. But there is a serious side to interpreting remote sensing data, and shadow is not always one''s ally...",Sci/Tech
1384_train,"With the dawn of space tourism, the jet jockey returns","After a ride of some 50 miles straight up, SpaceShipOne paused poetically in the weightless black above the Mojave Desert.",Sci/Tech
1385_train,Did Mars once host life?,"NASA says a false-color image taken by its Mars Exploration Rover Opportunity shows a rock dubbed  quot;Escher quot; whose fractures, which divide the surface into polygons, may have been formed when water left over from the rock #39;s formation dried up.",Sci/Tech
1386_train,Researchers develop 3-D phone technology,"TOKYO - It #39;s an idea that was popularized by Princess Leia #39;s plea for help in Star Wars: sending a 3-D hologram. Now, two Japanese scientists have developed technology they hope will one day turn the humble ",Sci/Tech
1387_train,Tourism #39;s new frontier,"It was a staple of 1960s science fiction that the future would involve flying cars and holidays on the moon. While the mass-production flying car hasn #39;t yet hit the showrooms, the prospects for space tourism have taken a few steps closer.",Sci/Tech
1388_train,Liquid Machines pours out new DRM software (InfoWorld),"InfoWorld - Liquid Machines today announced the release of Email Control Version 6.0, an e-mail policy and security messaging software package designed for enterprise networks.",Sci/Tech
1389_train,"GM, Ford Embrace New Systems  For SUV Stability","General Motors Corp. and Ford Motor Co. said yesterday that they are rushing to adopt a new safety technology called electronic stability control, and together they will make such systems standard on most of their large and mid-size sport-utility vehicles by the end of next year.",Sci/Tech
1390_train,AOL Settlement Includes Tight Controls (washingtonpost.com),"washingtonpost.com - America Online Inc.''s settlement with the Justice Department imposes a strict new set of controls on the company, including requirements that the Internet giant hire a corporate monitor and disclose serious wrongdoing discovered internally to the government.",Sci/Tech
1391_train,Orthodontist charged over Internet chats,"King County prosecutors charged a Covington orthodontist yesterday with engaging in sexually explicit Internet conversations with several girls, including three current or former patients, and with dealing child pornography.",Sci/Tech
1392_train,Speakeasy gets money from Intel for WiMax,Seattle Internet service provider Speakeasy has received an investment from Intel to test a new technology that could provide wireless Internet coverage to entire cities or counties.,Sci/Tech
1393_train,Failure in demand causes LCD sales slump,"IT #39;S OFFICIAL. People didn #39;t flock to buy LCD units in the second quarter which is disappointing news for manufacturers, which are now awash with the fancy thin film transistor glass. ",Sci/Tech
1394_train,Mobile phone use linked to benign tumors,"STOCKHOLM - Oct. 15, 2004 -en or more years of mobile phone use increases the risk of a rare type of non-cancerous tumor according to a new study.",Sci/Tech
1395_train,Custom-System Builders: Intel Price Cuts Move Processor Sweet Spot,System builders say Intel #39;s latest price cuts will help them clear out old inventory and should move the sweet spot of the company #39;s processor lineup to the 3GHz Pentium 4 from the 2.8GHz Pentium 4. After ,Sci/Tech
1396_train,Black Eyed Peas to Produce Music for ''Urbz'' Game (Reuters),Reuters - The band that brought the\infectious grooves of ''Hey Mama'' and ''Let''s Get It Started'' to\nightclubs across America has signed up to do the same for a\video game where success is measured by how cool players are.,Sci/Tech
1397_train,"We love movies, and only DVDs will do","Routemaster buses, red telephone boxes, high street bank branches - are becoming endangered species, nostalgic protests inevitably follow.",Sci/Tech
1398_train,HP: The Adaptive Enterprise that can''t adapt,&lt;strong&gt;Opinion&lt;/strong&gt; SAP hardly to blame,Sci/Tech
1399_train,Starbucks : Rip Music While Drinking Coffee,"Starbucks Coffee today announced the national launch of the Hear Music media bar. This new service, powered by HP technology, allows Starbucks customers to create personalized CD compilations and burn full ",Sci/Tech
139_train,Head of Troubled Japanese Retailer Resigns (AP),"AP - The president of troubled retailer Daiei announced his resignation Friday, two days after he was forced by lenders to seek a government bailout.",Business
13_train,US: Rothschild Chalone takeover is go,Chalone Wine Group has finally accepted the takeover offer from French winemaker Domaines Barons de Rothschild. The French company announced today (1 November) that it has entered into a merger agreement with ,Business
1400_train,Dolly creator applies for human cloning licence,"LONDON - One of the creators of Dolly the sheep, the world #39;s first mammal cloned from an adult, said Tuesday he was seeking permission to create cloned human embryos for medical research.",Sci/Tech
1401_train,Scramjet reaches record of nearly Mach 10,EDWARDS AIR FORCE BASE - NASA #39;s unpiloted jet briefly reached more than nine times the speed of sound in a test flight on Tuesday.,Sci/Tech
1402_train,The supercomputer that fits into a screen just two inches thin,"They used to fill entire floors of buildings and were so costly only governments or large companies could afford them. Yesterday, Apple Computer showed just how far technology ",Sci/Tech
1403_train,"Intel boards a faster bus, picks up Dell",Intel Corp. is expected to release a faster version of its powerful but expensive Pentium 4 Extreme Edition processor on Monday alongside the introduction of a chipset that uses a faster front-side bus to connect the processor and the memory.,Sci/Tech
1404_train,Virgin Electronics Unveils Portable Music Player (Reuters),"Reuters - Virgin Electronics, the consumer\electronics arm of Richard Branson''s Virgin Group,  on\Tuesday unveiled a new portable music player to compete\directly with Apple Computer Inc.''s  popular iPod mini\player.",Sci/Tech
1405_train,TiVo Earnings Reflect Cost of Customer Acquisition,"TiVo #39;s Q2 earnings reflect the high cost of attracting new subscribers to its customer base. The company lost \$10.8 million, or 13 cents a share, on revenue of \$27.",Sci/Tech
1406_train,Underestimating Bob Evans #39; contributions,Your statements (re: the S/360)  quot;...It was the first mainframe that allowed different applications to be run simultaneously ... quot; and  quot;..Before the S/360 appeared on the scene each computer was unique .. quot; are utterly wrong and do not give the IBM System ,Sci/Tech
1407_train,"Apple intros Logic Pro 7, Logic Express 7, Jam Packs","Apple on Wednesday announced Logic Pro 7 and Logic Express 7, the newest major releases of the company #39;s pro music creation and audio production software.",Sci/Tech
1408_train,Intel Gives Centrino Chip Line a Wireless Upgrade, SAN FRANCISCO (Reuters) - Intel Corp. &lt;A HREF=''http://www.reuters.co.uk/financeQuoteLookup.jhtml?ticker=INTC.O qtype=sym infotype=info qcat=news''&gt;INTC.O&lt;/A&gt; on Thursday  said it has upgraded the wireless networking capabilities of  its Centrino line of notebook computer chips to allow broader  network access with improved security.,Sci/Tech
1409_train,Mobile Phone Users Double Since 2000," GENEVA (Reuters) - Mobile phone subscribers around the  globe totaled nearly 1.5 billion by the middle of this year,  about one quarter of the world''s population, the International  Telecommunication Union (ITU) said on Thursday.",Sci/Tech
140_train,Wal-Mart enhances mainland presence,"US retail giant Wal-Mart Stores Inc plans to open 15 new stores in China next year, reported China Daily on Wednesday. Joe Hatfield, president of Wal-Mart Asia, revealed the news at a press conference yesterday in Beijing.",Business
1410_train,Sun Microsystems Sets Sights on Low-End Market,"By MATTHEW FORDAHL    SAN JOSE, Calif. (AP) -- After years of battling Microsoft Corp...",Sci/Tech
1411_train,Netflix Testing Networking System (AP),AP - Online DVD rental leader Netflix Inc. is putting social networking on its marquee of coming attractions for next year.,Sci/Tech
1412_train,Bush campaign site inaccessible abroad,LONDON -- President Bushs campaign Web site was inaccessible to surfers outside the United States and Canada following a series of outages last week that may have been electronic attacks.,Sci/Tech
1413_train,No space in space station,"So a few weeks ago, the two astronauts who live there tossed out some useless junk, like so many old hubcaps for the trash heap. Only this stuff floated away in space.",Sci/Tech
1414_train,Is Microsoft rolling out its search engine?,"Microsoft #39;s MSN division is planning to make an announcement today related to online-search technology, giving rise to expectations that the company will begin offering its own Internet search engine tomorrow.",Sci/Tech
1415_train,"Independent study finds robotic rescue mission costly, uncertain &lt;b&gt;...&lt;/b&gt;",An aerospace research group says trying to fix the famed space telescope using a robot would cost two (b) billion dollars and take at least five years to get things ready.,Sci/Tech
1416_train,Sun to drive Mustang as future release of Java,"Fresh from introducing a major upgrade to the Java platform, Sun Microsystems officials on Thursday revealed some details of the next release of Java, code-named Mustang and expected in Spring 2006.",Sci/Tech
1417_train,Altec Lansing MX5020 Speakers,Altec Lansing has been around since before the dawn of stereo. Altec Lansing was formed in 1941 when Altec purchased the Lansing Manufacturing Company.,Sci/Tech
1418_train,Microsoft Word Hole Could Allow DoS Attacks (NewsFactor),NewsFactor - Computer security firm Secunia has reported what it terms a ''highly critical'' vulnerability in the popular Microsoft (Nasdaq: MSFT) Word desktop computer application. The firm has confirmed the existence of the hole in versions of Word as recent as Word 2000.,Sci/Tech
1419_train,Nintendo aims for older crowd with DS,"Nintendo is after a new kind of customer, and this time the Japanese game giant doesn #39;t have Pokemon to back it up. The company #39;s new DS, an advanced handheld player meant to expand a market Nintendo already ",Sci/Tech
1420_train,CA shareholders back management over bonuses issue,"AUGUST 26, 2004 (IDG NEWS SERVICE) - Computer Associates International Inc. avoided a revolt at its annual meeting yesterday, when shareholders voted down a proposal requesting that the company #39;s board adopt ",Sci/Tech
1421_train,REVIEW: Olympics Web Coverage Disappoints (AP),"AP - Though NBC is blanketing seven networks with 1,210 hours of Olympics coverage, there''s this pesky, bill-paying task called work that keeps me from fully enjoying the televised competition.",Sci/Tech
1422_train,America Online Reports Drop in Spam,America Online said that spammers were starting to give up - at least when it came to sending junk to its subscribers.,Sci/Tech
1423_train,Via to enter 64-bit processor market,VIA Technologies has announced details of its 64-bit architecture based Isaiah processor core with the engineering code name  #39;CN #39;.,Sci/Tech
1424_train,Microsoft adds support to Unesco IT education plan,"Microsoft has added its support to the efforts of the United Nations Educational, Scientific and Cultural Organisation (Unesco) to apply IT to education initiatives in developing countries.",Sci/Tech
1425_train,Microsoft Renews Push for Living Room PC,"Microsoft Corp. MSFT.O is making a renewed push this week to get its software into living rooms with the launch of a new version of its Windows XP Media Center, a personal ",Sci/Tech
1426_train,This week in VoIP news,"The Federal Communications Commission ruled 3-2 that states are now barred from imposing telecommunications regulations on Internet phone providers, which treat calls no differently than any other application on the Net.",Sci/Tech
1427_train,New Worm Attacks MSN Messenger As Service Falters,"Another candidate in the growing list of exploits on instant messaging clients and servers arrived in the wild. Called W32.Funner, the worm on Monday circulated to attack on the Windows Messenger platform.",Sci/Tech
1428_train,Netscape #39;s Andreessen Predicts New Browser Wars Ahead,"Alternative Web browsers like Safari and Firefox will grow in popularity and force Microsoft to respond by improving Internet Explorer, predicts Marc Andreessen, founder of Netscape Communications.",Sci/Tech
1429_train,"House Panel OKs Copyright, Spyware Bills", WASHINGTON (Reuters) - Hackers who secretly install  ''spyware'' on others'' computers and Internet users who copy  movies and music without permission could face up to three  years in prison under bills that advanced in Congress on  Wednesday.,Sci/Tech
142_train,Best Buy Quarterly Profit Jumps 21 Pct. (Reuters),"Reuters - Best Buy Co. Inc. , the top\U.S. electronics retail chain, on Wednesday posted a 21 percent\rise in quarterly profit and said it gained market share in the\period.",Business
1430_train,Protect your computer,It only takes 20 minutes on the Internet for an unprotected computer running Microsoft Windows to be taken over by a hacker. Any personal or financial information stored ,Sci/Tech
1431_train,"Alien Contact More Likely by ''Mail'' Than Radio, Study Says","A new study argues that intelligent alien life, should it exist, is more likely to communicate with Earth by sending artifacts, rather than radio waves.",Sci/Tech
1432_train,SpaceShipOne goes for next flight,"SpaceShipOne, the rocket plane that blasted into space on Wednesday in the first of its \$10m Ansari X-Prize flights, will launch again on Monday.",Sci/Tech
1433_train,ViewSonic Delves Into Video Networking (PC World),PC World - Send your video throughout your house--wirelessly--with new gateways and media adapters.,Sci/Tech
1434_train,"EarthLink, Partners File Spam Lawsuits","October 29, 2004 -- (WEB HOST INDUSTRY REVIEW) -- Internet service provider EarthLink (earthlink.com) announced on Friday that it has filed a new lawsuit in federal court in Atlanta as part of its continuing fight against spam.",Sci/Tech
1435_train,"Microsoft Patches WINS Vulnerability, Plugs Three Holes In SP2","Microsoft on Tuesday laid out five new security bulletins, including three that address problems in Windows XP Service Pack 2 (SP2), the massive security update rolled out in October, and one that fixes a vulnerability made public several weeks ago.",Sci/Tech
1436_train,BMW Unveils World''s Fastest Hydrogen-Powered Car (Reuters),"Reuters - German luxury carmaker BMW unveiled the\world''s fastest hydrogen-powered car at the Paris auto show on\Wednesday, dubbed the H2R, capable of exceeding 300 kilometers\(185 miles) per hour.",Sci/Tech
1437_train,"Sun Moves Up With NAS, Down With SAN","Besides unleashing Solaris 10, Sun Microsystems on Monday plans to turn the spotlight on new storage hardware and software offerings as part of its quarterly product launch.",Sci/Tech
1438_train,Ireland cracks down on Internet fraud,Ireland has become the first country on earth to cut off direct-dialed calls to entire nations in a bid to crack down on Internet-based fraud.,Sci/Tech
1439_train,Mystery tremors may portend California quakes,"deeper than most quakes. Some began just before a relatively large quake last September, they report in this week #39;s issue of the.",Sci/Tech
143_train,"IBM, Boeing team up for defense work","com September 20, 2004, 5:03 PM PT. This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half.",Business
1440_train,"For Game Makers, a Serious Concern","Public and private sectors are developing non-entertainment games whose ''fun factor'' ranks below their ''serious factor.'' &lt;br&gt;&lt;FONT face=''verdana,MS Sans Serif,arial,helvetica'' size=''-2''\ color=''#666666''&gt;&lt;B&gt;-The Washington Post&lt;/B&gt;&lt;/FONT&gt;",Sci/Tech
1441_train,Sony''s TV Plans Take Shape (PC World),PC World - New 46-inch LCD is just one of eight flat-panel models launched this week.,Sci/Tech
1442_train,"U.N. to Allow Caviar Exports, but Quota Is Cut","The wildlife protection arm of the United Nations announced Friday that it would allow Caspian Sea countries to export caviar, though at lower levels than in 2003.",Sci/Tech
1443_train,Cisco Systems Earnings Rise 29 Percent (Reuters),"Reuters - Cisco Systems Inc. , the\biggest maker of equipment that directs data over the Internet,\on Tuesday said quarterly earnings rose 29 percent on stronger\demand for gear such as wireless networks and Internet\telephone equipment.",Sci/Tech
1444_train,Need a job? Get a card - arresting ID pitch to business,&lt;strong&gt;Analysis&lt;/strong&gt; Redefining voluntary again...,Sci/Tech
1445_train,PayPal Battles Glitches,Online-payment service PayPal on Tuesday sought to reassure customers that outages that had plagued the service since Friday finally had been resolved.,Sci/Tech
1446_train,Smallest ''guitar string'' to weigh atoms,Scientists are hoping that ''playing'' a tiny guitar string will be able to help weigh molecules to find out what they are.,Sci/Tech
1447_train,Chart: Cable-DSL growth over past 12 months,Price cuts and bundles have helped drive steady broadband growth.,Sci/Tech
1448_train,"IBM offers low-cost blade chassis, bundles for SMBs",IBM Corp has announced that it will launch a new low-budget version of its BladeCenter chassis for blade servers in an effort to make the blade machines more appealing to budget conscious customers in the small- and mid-sized market.,Sci/Tech
1449_train,AMD Announces New Mobile Chip For Notebooks,Advanced Micro Devices announced its plans for a new lineup of mobile Athlon 64-bit processors intended for thin and light notebooks.,Sci/Tech
144_train,Vodafone unveils advanced service,"LONDON Vodafone, the world #39;s biggest mobile phone operator, introduced long-delayed services like video calling across much of Europe on Wednesday, showing its cards four years after it got caught up in a \$100 billion-plus bidding frenzy that gripped the ",Business
1450_train,Microsoft Sees  #39;06 Launch of  #39;Longhorn #39; Windows Upgrade,"Microsoft (MSFT:Nasdaq - news - research) on Friday made official its plans to release its next Windows upgrade in 2006, although the software will be missing one of its key features.",Sci/Tech
1451_train,Virgin Mary sandwich?,"This image of a cheese sandwich was taken from the www.ebay.com Web site. Sandwich owner Diana Duyser, of Hollywood, put the sandwich up for sale last week, drawing bids as high as \$22,000 before eBay pulled the item Sunday night.",Sci/Tech
1452_train,AOL Tells Customers to Find New Carrier (AP),"AP - America Online, which earlier this year stopped signing up new broadband customers, is telling existing broadband subscribers in nine Southern states that they must find a new broadband carrier by Jan. 17.",Sci/Tech
1453_train,Salesforce.com Touts Customer-Service Apps,"Seeking to diversify beyond its sales-force-automation roots, Salesforce.com on Wednesday introduced a new on-demand call center and help desk application service called Supportforce.",Sci/Tech
1454_train,Review: a Flat Panel That''s Also Deep (AP),"AP - Three-dimensional movies at home, without the silly glasses, have been a science-fiction dream for at least as long as Dick Tracy''s wristwatch cell phone and the household robot.",Sci/Tech
1455_train,Apple puts edit tools in one basket,Bundle of professional video editing applications includes new Motion special-effects software.,Sci/Tech
1456_train,Claria Cancels \$150 million IPO,"Claria Cancels \$150 million IPO\Contextual advertising and pop up company Claria Corp. has canceled plans for a \$150 million initial public offering due to ''current market conditions,'' it said in a regulatory filing on Wednesday.\\Claria, which filed its original prospectus in April of this year, had not disclosed the number ...",Sci/Tech
1457_train,Test of Rocket Postponed,The Air Force scrubbed its planned launch of a new Delta 4 rocket on Saturday afternoon when engineers were unable to fix a computer system designed to fire the engines.,Sci/Tech
1458_train,Mac Takes Honors as Best Unix Desktop (Ziff Davis),"Ziff Davis - Opinion: GNOME is nice, KDE is fine and the forthcoming Looking Glass may be wonderful, but the best Unix desktop is the one in the Macintosh.",Sci/Tech
1459_train,Presse conomique / Telecoms,"BEDMINSTER, NJ--(BUSINESS WIRE)8 Octobre 2004--Siemens Communications va intgrer la technologie FLASHOFDM (R) (Orthogonal Frequency Division Multiplexing)  son portefeuille de solutions mobiles haut dbit.",Sci/Tech
145_train,American cuts back Boeing orders,"American Airlines has delayed the deliveries of 54 Boeing Co. planes to save \$2.7 billion over the next six years. The agreement with Boeing lets AMR, which has lost \$6.9 billion since the end of 2000, delay ",Business
1460_train,How to Make the Right Call on Cell Plans,"Wireless phone service can''t be purchased on price alone -- first, you need to decide which carrier to go with, since not all offer the same service. &lt;FONT face=''verdana,MS Sans Serif,arial,helvetica'' size=''-2''\ color=''#666666''&gt;&lt;B&gt;-Rob Pegoraro&lt;/B&gt;&lt;/FONT&gt;",Sci/Tech
1461_train,Theater: An unfortunate debut for Spacey,"LONDON  quot;Cloaca, quot; apparently, is the Latin word for  quot;sewer, quot; which might seem a strange image with which to launch a new theatrical regime.",Sci/Tech
1462_train,News: Who would you like to attack today?,"A massive rise in phishing attacks this year may lead on to customised email security attacks targeted specifically at individual or small groups of companies, according to email security firm MessageLabs.",Sci/Tech
1463_train,Yahoo Takes RSS Mainstream,"Yahoo #39;s (Quote, Chart) public embrace of the RSS content syndication format took a major leap forward with the release of a revamped My Yahoo portal seeking to introduce the technology to mainstream consumers.",Sci/Tech
1464_train,HP inks deal with Finnish energy firm,"Eventually, the computing giant will support data center, servers and workstations for all of Fortum''s operations worldwide.",Sci/Tech
1465_train,"Sign on to a new Microsoft standard? Why certainly, we #39;d love ... &lt;b&gt;...&lt;/b&gt;","So much for Microsoft #39;s Can-Spam proposal. Now you can add America Online to the growing list of ventures who #39;ve rejected a Microsoft-patent-encumbered and lawsuit-challenged anti-spam standard, Sender ID.",Sci/Tech
1466_train,"PluggedIn: Wireless Companies Chat Up Teens, Young Adults"," NEW YORK (Reuters) - The wireless industry, not content  with getting corporate executives addicted to e-mail on the go,  is setting its sights on the instant messaging generation.",Sci/Tech
1467_train,Intel to launch tri-mode Wi-Fi chip set,"Fulfilling a long-time goal, Intel Corp. is set to introduce on Thursday its first chip set that supports all three current forms of Wi-Fi, according to sources familiar with the announcement.",Sci/Tech
1468_train,Company Making Fake Urine for Researchers (AP),"AP - In Kevin Dyches'' mind, the future is yellow. Dyna-Tek Industries, a company Kevin and his wife, Sandra, bought five years ago, has developed synthetic urine for the research industry.",Sci/Tech
1469_train,New Ring Discovered Around Saturn,"Scientists cannot say yet if the object is a new Saturn moon or a temporary clump of ring material. If it is a moon, its diameter is estimated at only 2 to 3 miles, and it is orbiting at a ",Sci/Tech
146_train,Marsh #39;s 5 top execs leave board,Insurance firm says its board now consists of its new CEO Michael Cherkasky and 10 outside members. NEW YORK (Reuters) - Marsh  amp; McLennan Cos.,Business
1470_train,Mozilla Firefox Internet Browser Market Share Gains to 7.4,"Mozilla Firefox Internet Browser Market Share Gains to 7.4\\The latest survey from OneStat.com shows what was expected. Firefox is gaining on Internet Explorer and pretty rapidly. As per the reports, Mozilla Foundation has taken a 7.4 market share gaining more than 5 since May. Microsoft rsquo;s Internet Explorer has dropped down ...",Sci/Tech
1471_train,Nude Photo Publisher Perfect 10 Sues Google (Reuters),"Reuters - A California-based pornographer\said on Monday it has sued Google Inc. , alleging that\its leading Internet search engines are illegally allowing\people to view hijacked versions of its nude photos and to\access its Web site with stolen passwords.",Sci/Tech
1472_train,Nokia Shrinks ''Brick'' Handset to Tap New Markets," AMSTERDAM (Reuters) - Nokia, the world''s biggest handset  maker, unveiled on Wednesday a miniature version of its  equivalent of the Swiss Army knife it hopes will lure women and  less-techie business people.",Sci/Tech
1473_train,Did Intel mock up dual Pentium 4 demo?,ANALYST NATHAN BROOKWOOD has raised several questions about a technology announcement Intel made last week on Pentium 4 dual core processors and wonders just what technology was under the hood.,Sci/Tech
