text,label,requested_label
The New York Yankees have acquired pitcher Gerrit Cole from the Pittsburgh Pirates in a blockbuster trade. The 28-year-old right-hander is expected to bolster the Yankees' rotation and help them compete in the competitive American League East.,Sports,Sports
"Tammy Haulcy drilled a 3-pointer at the buzzer, lifting UMass-Lowell to a 68-65 victory over Pace last night at Costello Gym in the River Hawks' Northeast-10 Conference opener. UMass-Lowell (2-0) sank eight 3-pointers in all, including four by Mariette Guillaume, who was one of three River Hawks in double figures. Sacha Simms led the way with 15 points, and Enjoli ...",Sports,Sports
"AP - A sick man among the sick, Pope John Paul II struggled through Sunday Mass at a French shrine that draws desperate people seeking miracle cures. The 84-year-old pontiff gasped, trembled and asked aides for help during the 2 1/2 hour service in sizzling heat.",World,
Miami Heat star guard Jimmy Butler has been ruled out for tomorrow's game against the Los Angeles Lakers due to a left knee sprain. The team is expected to provide an update on his status after the game.,Sports,Sports
"CINCINNATI -- Joe Burrow threw for 400 yards and 4 touchdowns as the Bengals defeated the Steelers 37-20. Burrow's performance was overshadowed by a controversial call in the final minutes of the game, which left the Bengals fans stunned and outraged.",Sports,Sports
"MIAMI - Just when it appeared Eddie Jones was becoming a has-been offensively, the 33-year-old reached back in time Saturday against Washington and had one of the best rapid-fire showings of his five-year Heat career. Jones scored 22 points in the fourth quarter, including the game-winner with 3.8 seconds remaining, as the Heat defeated the Wizards 105-103. The victory was Miami's third in a row and improved their record to 20-15.",Sports,Sports
"The ongoing conflict in Syria has resulted in the deaths of over 500,000 people and displaced millions, according to the United Nations. The humanitarian crisis continues to worsen as winter sets in and aid organizations struggle to reach those in need. Meanwhile, diplomatic efforts to find a peaceful resolution to the conflict have yet to yield significant progress.",World,World
Researchers at MIT have developed a new material that can absorb and convert carbon dioxide into oxygen at an unprecedented rate. The breakthrough could help combat climate change by reducing the amount of greenhouse gases in the atmosphere. #SciTech #ClimateChange,Sci/Tech,Sci/Tech
"NASA scientists have discovered a new exoplanet with conditions similar to those of Earth. The planet, named Proxima b, orbits the nearest star to the Sun and could potentially support life. #SciTech #Exoplanet #NASA",Sci/Tech,Sci/Tech
"BANGALORE, India Anil Kumble, the Indian spin bowler, took three wickets Wednesday to reach 400 in test matches as the first day of the first test against Australia finished finely balanced.",Sports,
"LeBron James scores 50 points in NBA All-Star Game, sets new record",Sports,Sports
"Amazon is reportedly planning to launch a new grocery store concept, called Amazon Fresh, in several US cities. The new store will offer a wide selection of fresh produce, meat, dairy, and other household essentials, as well as a convenient pickup and delivery service. The move is seen as a challenge to traditional grocery stores and supermarkets, and is expected to further solidify Amazon's position as a leader in the e-commerce space. #Amazon #Fresh #GroceryStore",Business,Business
LOS ANGELES A source says Hollywood movie studios are preparing to sue computer users they say are illegally distributing movies online.,Sci/Tech,
"BusinessWeek Online - For 35 years, Advanced Micro Devices Inc.  stood in the shadow of archrival Intel Corp.  AMD churned out lower-priced clones of the tech leader''s chips and occasionally enjoyed a hit that helped boost its meager profits. But bad times easily outweighed the good. Again and again, Intel used its manufacturing muscle and pricing power to stymie AMD''s ambitions, preventing it from gaining a foothold in lucrative markets such as servers and corporate PCs.",Sci/Tech,
"Microsoft has introduced a new, optional trial as part of the Windows download website. The Windows Genuine Advantage program asks visitors to the site whether it is okay for Microsoft to check whether they are running a legitimate copy of Windows.",Business,Business
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico thriller,Sports,Sports
Thats when you can get yours and how much you would pay. That is if you live in Japan. Sony today announced the release date and price for its new portable game system.,Sci/Tech,
"Gaza conflict escalates as Israel launches airstrikes, Hamas fires rockets",World,World
"Syria begins pulling back troops from Lebanon, amid international pressure",World,World
"Migrant crisis in Europe worsens as hundreds of refugees die attempting to cross the Mediterranean Sea. Turkey and Greece struggle to cope with the influx of refugees fleeing war and persecution in Syria, Iraq, and Afghanistan. International community scrambles to find a solution to the humanitarian crisis.",World,World
Syrian refugees face new challenges in Europe as winter sets in,World,World
"New AI algorithm can predict earthquakes with 90% accuracy, scientists say. Study shows machine learning technique can detect patterns in seismic data that human analysts miss. #earthquakeprediction #AI #sciencetech",Sci/Tech,Sci/Tech
"Deadly Cyclone Hits Coastal Areas in Bangladesh, Leaving Thousands Homeless",World,World
Speakeasy receives investment from Intel to test new wireless internet technology,Business,Business
"Researchers at MIT have developed a new material that can absorb and convert carbon dioxide into oxygen at an unprecedented rate. The new material, called 'Metal-Organic Frameworks,' could help reduce carbon emissions and mitigate the effects of climate change. #SciTech #ClimateChange",Sci/Tech,Sci/Tech
Darius Walker sprinted around right end and ran untouched into the south end zone for a 6-yard touchdown Saturday.,Sports,Sports
"Syrian President Bashar al-Assad has announced that his country will grant amnesty to all rebels who lay down their weapons and surrender, in a bid to end the country's six-year civil war. The move comes as the Syrian army makes gains against extremist groups in the north of the country. #Syria #CivilWar #Assad",World,World
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clasico,Sports,Sports
"Sales of electric vehicles are surging, with Tesla leading the charge. The company has reported a 60% increase in deliveries in the first quarter, with the Model 3 being the best-selling model. Analysts attribute the growth to increasing consumer demand for sustainable and environmentally-friendly transportation.",Business,Business
"Oracle follows Microsoft and decides to roll patches out on a monthly timetable, but does that make customers more secure?",Business,Business
"Researchers at MIT have developed a new AI system that can generate realistic images of objects and scenes, even when the objects are not present in the training data. The system uses a generative model to learn the patterns and structures of objects and scenes, and can generate new images that are indistinguishable from real-world examples. This breakthrough could revolutionize the field of computer graphics and have significant implications for industries such as entertainment, advertising, and e-commerce.",Sci/Tech,Sci/Tech
"The Blue Raiders knew their coach, Whit Horton, would be retiring after their final game. Yesterday, they gave Horton the best retirement gift possible, the MIAA Division 2 state title, taking a 1-0 win over their rivals. The team's hard work and dedication paid off in the end, and they celebrated their victory with Horton on the field.",Sports,Sports
"LONDON (AP) -- The United Nations has announced that it will hold an emergency meeting to address the ongoing humanitarian crisis in Myanmar, where the military has been accused of committing atrocities against the Rohingya minority. The meeting is scheduled to take place next week and will bring together representatives from over 50 countries to discuss the situation and potential solutions. ",World,World
"NASA's Kepler space telescope has discovered a record-breaking 40 exoplanets, including some that are similar in size to Earth. The telescope, which was launched in 2009, has been scanning the skies for exoplanets using the transit method, which detects the dimming of stars as planets pass in front of them. The new discoveries bring the total number of exoplanets discovered by Kepler to over 4,000. Scientists believe that the findings could help unlock the secrets of how planets form and evolve in our galaxy. #KeplerTelescope #Exoplanets #Astronomy",Sci/Tech,Sci/Tech
Samsung unveils new flagship smartphone with cutting-edge technology,Business,Business
Chelsea FC has announced the signing of young midfielder Callum Hudson-Odoi on a long-term contract. The 18-year-old England international has impressed in pre-season training and is expected to make his debut in the coming weeks. #ChelseaFC #Soccer #Transfers,Sports,Sports
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico,Sports,Sports
"Migrant crisis in Europe worsens as more than 2,000 people rescued in the Mediterranean in a single day. #World",World,World
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico,Sports,Sports
NASA's Artemis program aims to send the first woman and the next man to the lunar surface by 2024. The program also includes plans to establish a sustainable presence on the Moon and pave the way for further human exploration of the solar system. #NASA #ArtemisProgram #MoonExploration,Sci/Tech,Sci/Tech
"Samsung Electronics has announced plans to invest $140 million in a new manufacturing facility in Texas, creating over 1,000 jobs in the region. The facility will produce semiconductors for Samsung's mobile devices, including the Galaxy S and Galaxy Note series. The investment is part of Samsung's efforts to expand its production capacity and meet growing demand for its products. ",Business,Business
"Siemens mobile has warned users about a software-related defect in its 65 product series, the C65, CX65, M65, S65 and SL65 may cause an extremely loud melody when the battery is run down causing your connection to be lost.",Business,Business
"The global COVID-19 pandemic has spread to over 200 countries and territories, with cases reported in every region of the world. The World Health Organization (WHO) has declared the pandemic a global health emergency, and governments around the world are implementing unprecedented measures to slow the spread of the virus. The pandemic has had a significant impact on the global economy, with many countries imposing lockdowns, travel restrictions, and other measures to contain the virus. The WHO has warned that the pandemic is likely to get worse before it gets better, and has called for international cooperation and support to help mitigate its effects.",World,World
"NASA's latest Mars rover, Perseverance, has successfully landed on the red planet and is already making groundbreaking discoveries. The rover is equipped with advanced instruments to study the Martian geology and search for signs of past or present life on the planet. #MarsLanding #NASA #SciTech",Sci/Tech,Sci/Tech
"The United Nations has announced that it will hold an emergency meeting to address the ongoing crisis in Yemen. The meeting will bring together representatives from over 50 countries to discuss potential solutions to the conflict, which has left thousands of civilians dead or displaced. The UN Secretary-General has called for an immediate ceasefire and the withdrawal of foreign forces from the country.",World,World
AMR delays Boeing plane deliveries to save $2.7 billion,Business,Business
"Lebron James scores 50 points in the Lakers' season opener, leading his team to a thrilling victory over the Celtics.",Sports,Sports
"Shawn Green hit two home runs, including a grand slam, as Los Angeles defeated the Atlanta Braves 7-4 in a battle of National League division leaders at Dodger Stadium on Saturday. The win puts the Dodgers at the top of the division standings, ahead of the Braves and San Francisco Giants. Green's performance at the plate was a significant boost to the Dodgers' offense, which has struggled in recent games. The team's manager, Joe Torre, praised Green's efforts, saying he 'stepped up to the plate and delivered' in the clutch. The Dodgers will look to continue their winning streak as they take on the Arizona Diamondbacks in a three-game series starting tomorrow.",Business,Business
NFL star Odell Beckham Jr. has been suspended for one game after his altercation with a cameraman during a game.,Sports,Sports
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico,Sports,Sports
Wall Street analysts cut their forecast on earnings for American Airlines parent AMR Corp. (AMR.N) on Thursday while the airline's chief executive said high fuel prices had stung the world's largest carrier. The company's shares fell 3.5% after the prediction. (Source: Reuters),Business,Business
"Researchers have discovered a new species of ancient fungus in the Amazon rainforest, which could provide insights into the evolution of life on Earth. The fungus, known as 'Fungus Amazonicus', is believed to have been frozen in ice for millions of years before being thawed and studied. The findings were published in the journal Nature Microbiology. #SciTech #AmazonRainforest #Fungus",Sci/Tech,Sci/Tech
LOS ANGELES (AP) - LeBron James scored 35 points and grabbed 10 rebounds to lead the Los Angeles Lakers to a 115-108 win over the Denver Nuggets. James also dished out 7 assists in the victory.,Sports,Sports
Microsoft unveils new AI-powered chatbot to revolutionize customer service.,Business,Business
"Barry Bonds swung at nine pitches and none of them left the ballpark. He made one spectacular throw and it saved the game. 'Tonight, he did it with his arm,' winning pitcher said.",Sports,Sports
"Syrian President Bashar al-Assad has announced that his country will withdraw from the International Criminal Court, citing 'interference' from Western powers. The move comes amid increased tensions between Syria and the US, EU and other Western countries over the conflict in Syria. #Syria #InternationalCriminalCourt #Assad",World,World
"NASA's Kepler space telescope has discovered a potentially habitable exoplanet orbiting a nearby star. The exoplanet, known as K2-18b, is located just 111 light-years from Earth and has a thick atmosphere that could support life. Scientists are excited about the discovery and are already planning follow-up observations to learn more about the planet's composition and potential habitability. #KeplerTelescope #Exoplanet #AlienLife",Sci/Tech,Sci/Tech
Researchers at MIT have developed a new material that can absorb and convert 100% of the sun's energy into electricity. This breakthrough could lead to a new era of renewable energy and a significant reduction in carbon emissions. #SolarEnergy #RenewableEnergy #ClimateChange,Sci/Tech,Sci/Tech
"SAN FRANCISCO - Tech giant Apple announced today that it will be acquiring its smaller rival, Intel, in a deal worth $275 billion. The acquisition is expected to boost Apple's position in the market and give it greater control over the technology industry. #Apple #Intel #M&A",Business,Business
Lewis Hamilton wins dramatic Belgian Grand Prix,Sports,Sports
"NASA's Parker Solar Probe has successfully entered the Sun's corona, becoming the first mission to ever do so. The probe, launched in 2018, has been studying the Sun's outer atmosphere and providing groundbreaking insights into the solar wind and its effects on space weather. #SolarProbe #Sun #SpaceWeather",Sci/Tech,Sci/Tech
"Tesla announces plans to expand its Gigafactory, creating 10,000 new jobs in the next 5 years. The electric car maker aims to increase production capacity and meet growing demand worldwide. #Tesla #Gigafactory #JobCreation",Business,Business
"Syrian President Bashar al-Assad has announced that his country will be withdrawing from the international coalition fighting ISIS, citing a lack of support from the international community. The move comes as a surprise, as Syria has been a key player in the coalition since its inception. The decision has raised concerns about the future of the anti-ISIS efforts and the stability of the region. #Syria #ISIS #World",World,World
"Amazon's Jeff Bezos becomes world's richest person, overtaking Bill Gates",Business,Business
"NASA's InSight lander has successfully touched down on Mars, beginning a new era of scientific exploration on the red planet. The lander, which launched in May, used a heat shield to protect it from the friction of reentry and then deployed a parachute to slow its descent. Once on the surface, InSight will use a seismometer to study Mars' internal structure and search for signs of quakes and tremors. The mission is expected to last at least one Earth year and could provide valuable insights into the formation and evolution of Mars and other rocky planets in our solar system.",Sci/Tech,Sci/Tech
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-0 in El Clásico,Sports,Sports
"Cristiano Ronaldo scores twice as Juventus beats AC Milan 2-1 in the Serie A thriller. Ronaldo's first goal was a stunning free kick, while his second was a close-range finish. The win moves Juventus to within a point of league leaders Inter Milan.",Sports,Sports
Syrian Refugees Overwhelm Border Crossings in Europe,World,World
"News.com reports in the article: Microsoft fixes date for desktop search tool, that the company will offer up a beta release of a desktop search by the end of this year.",Sci/Tech,
"The United Nations has announced that it will hold an emergency meeting to discuss the ongoing conflict in Ukraine, as tensions between Russia and the West continue to escalate. The meeting is scheduled for later today and will bring together representatives from around the world to discuss a peaceful resolution to the crisis. #Ukraine #Russia #UnitedNations",World,World
"Mexico has declared a state of emergency after a powerful earthquake struck the country, causing widespread damage and killing at least 12 people. The 7.1 magnitude quake hit the state of Oaxaca on Tuesday, with the epicenter located near the city of Pinotepa Nacional. Rescuers are working to reach trapped survivors and provide aid to those affected.",World,World
"Yukos oil company's assets should fetch at least $15 billion, senior official says",Business,Business
"The global COVID-19 pandemic continues to spread, with new cases reported in Africa, Asia, and South America. World Health Organization officials warn of a potential third wave of infections as winter approaches in the Northern Hemisphere. Governments scramble to implement new measures to contain the virus, including travel restrictions and vaccination programs.",World,World
"Syrian forces have retaken control of the strategic city of Daraa from rebels, marking a major victory in the country's civil war. The city, located on the border with Jordan, has been a key stronghold of the opposition since 2012. The government's victory is seen as a significant boost to President Bashar al-Assad's position in the conflict, which has been ongoing since 2011.",World,World
Massive protests erupt in Hong Kong as China-US tensions escalate,World,World
Dell's CEO says the company is looking to ease a major 'pain point' for customers with its upcoming product refreshes. #Dell #Technology,Business,Business
"Syrian President Bashar al-Assad has announced that his country will be withdrawing from the Geneva peace talks, citing a lack of progress in the negotiations. The move comes as tensions between Syria and its neighbors continue to escalate.",World,World
Researchers at MIT have developed a new material that can absorb and convert carbon dioxide into oxygen at an unprecedented rate. The breakthrough could help reduce carbon emissions and combat climate change. #SciTech #ClimateChange,Sci/Tech,Sci/Tech
"The death toll from the recent earthquake in Indonesia has risen to 100, with over 200 people injured. The 7.5 magnitude quake hit the island of Lombok on Sunday, causing widespread destruction and panic. Rescue efforts are underway, but the situation remains dire as aftershocks continue to hit the area.",World,World
"Puerto Rican wrestler Mabel Fonseca tested positive for a steroid in an initial doping test, a wrestling official said Saturday. Michel Dusson, secretary general of the International ",Sports,
"Migrant crisis in Europe worsens as thousands of refugees arrive on Greek islands, overwhelming local authorities. Conditions in camps deteriorate, leading to concerns about health and safety. International community scrambles to find solution.",World,World
"NASA's Parker Solar Probe has entered the sun's atmosphere, becoming the closest man-made object to the sun. The probe, launched in 2018, is set to study the sun's corona and reveal long-standing mysteries about the solar wind. #ParkerSolarProbe #Sun #SpaceExploration",Sci/Tech,Sci/Tech
"Simone Edwards could not get over the sellout KeyArena crowd of 17,072 that saw the Seattle Storm beat Connecticut, 67-65, in Game 2 of the WNBA Finals on Sunday.",Sports,Sports
NASA's Mars 2020 rover has discovered evidence of a past habitable environment on the Red Planet. The rover found traces of water and minerals that indicate Mars was once capable of supporting life. The discovery could help scientists better understand the potential for life on Mars and inform future missions to the Red Planet.,Sci/Tech,Sci/Tech
"Gaza truce holds after day of violence, but tensions remain",World,World
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clasico,Sports,Sports
"Andy Roddick is known for his power. He'll need patience, too, in the Davis Cup final against Spain. Playing on red clay in front of an expected record crowd, Roddick might need to tone down his powerful serves and focus on outmaneuvering his opponents.",Business,Business
"Brian Cashman didn't lose his job because the Yankees lost control of the American League Championship Series. Owner George Steinbrenner has told the team's general manager that he will not be fired before next season. Cashman, who expected to be summoned to Tampa for meetings soon, believes he knows what he needs to look for in the offseason. 'It'll be ...', he said with a grin.",Sports,Sports
Lionel Messi scored a hat-trick as Barcelona defeated Real Madrid 3-2 in an epic El Clásico match at the Camp Nou. The win puts Barcelona at the top of La Liga table.,Sports,Sports
Trend Micro will become the latest major anti-virus software company to provide protection against mobile phone viruses with the release today of Trend Micro Mobile Security 1.0.,Sci/Tech,
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico,Sports,Sports
"Researchers at MIT have developed a new material that can absorb and convert carbon dioxide into oxygen at an unprecedented rate. The material, called 'Metal-Organic Frameworks,' could help reduce carbon emissions and combat climate change. By Peter Valdes-Dapena, CNN/Money staff writer.",Sci/Tech,Sci/Tech
Lionel Messi scores hat-trick as Barcelona beats Atlético Madrid 3-0 in Champions League final,Sports,Sports
PC World - New 46-inch LCD is just one of eight flat-panel models launched this week.,Sci/Tech,
Lebron James scores 50 points in Cleveland Cavaliers' win over Toronto Raptors,Sports,Sports
"SAN FRANCISCO - Twitter Inc. announced plans to acquire TweetDeck, a popular third-party Twitter client, for an undisclosed sum. The acquisition is expected to close by the end of the month. #Twitter #TweetDeck",Business,Business
"Researchers at MIT have developed a new material that can absorb and convert 100% of the sun's energy, making it a promising candidate for next-generation solar panels. The material, called 'solar absorbers,' is made of a combination of metals and organic compounds, and can be integrated into existing solar panel designs. The breakthrough could lead to more efficient and cost-effective solar energy production, helping to address the challenge of climate change. #solarenergy #climatechange",Sci/Tech,Sci/Tech
"NASA's Mars 2020 rover has discovered evidence of a past habitable environment on the Red Planet. The rover found signs of water on the Martian surface, which could have supported life millions of years ago. The discovery could help scientists better understand the potential for life on Mars and inform future missions to the Red Planet. #Mars #SciTech",Sci/Tech,Sci/Tech
"Researchers at MIT have developed a new material that can absorb and convert carbon dioxide into oxygen at an unprecedented rate. The new material, called 'CO2-EAT,' could help reduce carbon emissions and slow down global warming. #SciTech #ClimateChange",Sci/Tech,Sci/Tech
"Researchers have discovered a new species of ancient human in the Philippines, which may have co-existed with other human species such as Homo erectus and Neanderthals. The new species, named Homo luzonensis, is believed to have lived on the island of Luzon at least 50,000 years ago. The findings were published in the journal Nature on Wednesday. #HomoLuzonensis #Science #Archaeology",Sci/Tech,Sci/Tech
"NASA's latest Mars rover has discovered evidence of liquid water on the Red Planet. The rover, called Perseverance, used its onboard instruments to detect the presence of water molecules in the Martian soil. This discovery could have significant implications for future human exploration of Mars and the search for extraterrestrial life. #Mars #WaterOnMars #SciTech",Sci/Tech,Sci/Tech
LeBron James scores 50 points in Cavaliers' thrilling win over the Lakers,Sports,Sports
LeBron James scores 40 points to lead the Los Angeles Lakers to a 115-108 victory over the Golden State Warriors in a thrilling NBA game.,Sports,Sports
"WASHINGTON - In a surprise move, tech giant Apple has announced plans to acquire rival company Google in a deal worth over $200 billion. The acquisition, which is expected to be completed by the end of the year, will give Apple control over Google's search engine and mobile operating system. Analysts say the deal could lead to a major shake-up in the technology industry, with implications for both companies' customers and employees. #Apple #Google #M&A",Business,Business
Researchers at MIT have developed a new AI algorithm that can predict the likelihood of a patient developing a severe case of COVID-19 based on their social media activity. The algorithm uses natural language processing to analyze social media posts and identify patterns that indicate a higher risk of severe illness. The study could help healthcare providers prioritize patients who need closer monitoring and treatment.,Sci/Tech,Sci/Tech
Apple unveils new iPhone with improved battery life and AI features,Business,Business
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico,Sports,Sports
"NASA's new spacecraft, the Artemis I, has successfully entered into orbit around the Moon, marking a major milestone in the space agency's plans to return humans to the lunar surface by 2024. The spacecraft is carrying a number of advanced scientific instruments, including a lunar laser ranging experiment and a space-based gamma-ray detector, which will help scientists better understand the Moon's geology and potential resources for future human exploration. #SciTech #NASA",Sci/Tech,Sci/Tech
"Rebels blow up pipeline in southern Iraq, disrupting oil flow",Sports,Sports
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico,Sports,Sports
"Tesla has announced plans to expand its Gigafactory in Nevada, creating 3000 new jobs in the region. The electric car maker is expected to invest $5 billion in the expansion, which will increase its production capacity by 50%.",Business,Business
"NASA's Mars 2020 rover has discovered evidence of a past habitable environment on the Red Planet. The rover found traces of water molecules in a rock sample, indicating that Mars may have once had a warm and wet climate capable of supporting life. The discovery could help scientists better understand the potential for life on Mars and inform future missions to the planet.",Sci/Tech,Sci/Tech
"NASA's new spacecraft, the Artemis I, has successfully entered into lunar orbit, marking a major milestone in the agency's plan to return humans to the moon by 2024. The spacecraft is carrying a number of advanced scientific instruments, including a lunar rover and a 3D printer, which will be used to study the moon's geology and test the printing of lunar materials. #NASA #ArtemisI #LunarOrbit",Sci/Tech,Sci/Tech
Lionel Messi scores hat-trick as Barcelona beats Real Madrid in El Clásico,Sports,Sports
Microsoft to Acquire LinkedIn for $26.2 Billion,Business,Business
PITTSBURGH (Sports Network) - Kevin Bettencourt scored five of his 13 points in the final two minutes to lead Bucknell to a 69-66 upset over 10th-ranked and previously unbeaten Pittsburgh.,Sports,Sports
Apple unveils new iPhone with improved camera and faster charging,Business,Business
"Walmart is exploring the use of drones to deliver packages to customers in rural areas, aiming to reduce delivery times and costs. The company has partnered with drone delivery startup, Flirtey, to test the technology in select locations. #Walmart #drones #deliveries",Business,Business
"Oracle CEO Mark Hurd is taking an unconventional approach to innovation, seeking advice from unlikely sources, including a former NFL quarterback. #Oracle #innovation #leadership",Business,Business
Lionel Messi scores hat-trick as Barcelona beats Real Madrid 3-2 in El Clásico,Sports,Sports
"Researchers at MIT have developed a new AI system that can generate realistic 3D models of objects and scenes, using only a single camera and a few seconds of footage. The system, called 'DeepStereo,' could revolutionize the field of computer vision and have numerous applications in industries such as robotics, autonomous vehicles, and filmmaking.",Sci/Tech,Sci/Tech
LeBron James scored 30 points to lead the Los Angeles Lakers to a 115-108 victory over the Golden State Warriors. James also added 8 rebounds and 7 assists in the thrilling win.,Sports,Sports
"Migrant crisis in Europe reaches new heights as thousands of refugees arrive on Greek islands, overwhelming local infrastructure and resources. #Greece #Migration #Refugees",World,World
"Sudanese President Omar al-Bashir has been arrested and charged with war crimes and crimes against humanity, according to the International Criminal Court. Al-Bashir has been accused of leading a campaign of genocide and ethnic cleansing in the western region of Darfur, which has resulted in the deaths of tens of thousands of people. The ICC has issued an arrest warrant for al-Bashir, who is the first head of state to be charged with genocide by the ICC. ",World,World
"The United Nations has announced that it will provide aid to a devastated coastal town in the aftermath of a recent hurricane. The town, located in a developing country, was hit particularly hard by the storm and is in urgent need of supplies and support. The UN has mobilized a team of experts and resources to assist in the relief efforts and will work closely with local authorities to ensure that the aid is distributed fairly and effectively.",World,World
"NASA's Curiosity rover has discovered evidence of a habitable environment on Mars, according to a new study. The rover found signs of ancient lakes and rivers on the planet, which could have supported life. The finding could have significant implications for the search for extraterrestrial life. #Mars #SciTech",Sci/Tech,Sci/Tech
"The death toll from the COVID-19 pandemic has surpassed 2.5 million worldwide, according to the World Health Organization. The virus has spread to every region of the world, with the hardest hit countries being China, the United States, and India. The WHO has warned of a potential third wave of the pandemic as cases continue to rise in many countries. #COVID19 #Pandemic #WorldHealthOrganization",World,World
"LONDON : The United Nations has announced that the number of refugees and migrants worldwide has reached a record high of 22.5 million, with the majority coming from Syria, Afghanistan, and South Sudan. This increase is a 25% jump from last year and is a stark reminder of the ongoing global refugee crisis.",World,World
New study finds that remote work can increase productivity by 25%,Business,Business
Bryce Harper hit a walk-off home run in the bottom of the 9th inning to give the Washington Nationals a 5-4 victory over the Miami Marlins.,Sports,Sports
The United Nations has announced that it will hold an emergency meeting to discuss the ongoing conflict in Yemen. The meeting is expected to take place within the next 24 hours and will involve representatives from over 50 countries. The UN Secretary-General has called for an immediate ceasefire and political settlement to the conflict. #Yemen #UN #Conflict,World,World
Massacre in Burundi: At least 160 Congolese Tutsis killed in weekend violence. Former rebel group now in transitional government in Democratic Republic of Congo denies involvement. International community condemns act as 'brutal and senseless'.,World,World
Sony to Shake Up Electronics Industry with New AI-Powered Products,Business,Business
"Shares of Apple Inc. rose on Tuesday after the technology giant announced a major expansion of its iPhone production in China. The company said it will invest $100 million in a new manufacturing facility in the eastern province of Zhejiang, creating hundreds of jobs and increasing its capacity by 50% by the end of 2023. The news boosted investor confidence in the company, with shares up 2% in after-hours trading. #Apple #iPhone #manufacturing",Business,Business
"NASA's Mars 2020 rover has discovered evidence of a potential underground water source on the Red Planet. The rover detected traces of water molecules in a rock sample, which could provide a valuable source of water for future human missions to Mars. #MarsWater #NASA",Sci/Tech,Sci/Tech
TORONTO (CP) - Frank Menechino hit a tie-breaking home run in the seventh inning as the Toronto Blue Jays rallied to beat the Seattle Mariners 4-2 on Wednesday.,Sports,Sports
"NASA's Parker Solar Probe has made its closest approach to the sun, passing within 15 million miles of the star's surface. The probe, launched in 2018, is studying the sun's corona and the solar wind, providing new insights into the sun's mysterious atmosphere. #ParkerSolarProbe #SunStudy",Sci/Tech,Sci/Tech
"Researchers at MIT have developed a new material that can absorb and convert 100% of the sun's energy, making it a promising solution for sustainable energy production. The material, called 'solar absorber,' is made of a combination of materials that are able to absorb light from the sun and convert it into electrical energy. The team believes that this technology could be used to create more efficient solar panels and help reduce our reliance on fossil fuels. #solarenergy #sustainability",Sci/Tech,Sci/Tech
"Researchers at MIT have developed a new material that can absorb and convert 100% of the sun's energy, making it a promising solution for sustainable energy production. The material, called 'solar absorber,' is made of a combination of metals and polymers and can be integrated into solar panels to increase their efficiency. According to the researchers, this technology could potentially provide a significant portion of the world's energy needs without contributing to climate change. #SolarEnergy #Sustainability",Sci/Tech,Sci/Tech
"Researchers at MIT have developed a new material that can absorb and convert 100% of the sun's energy, making it a promising candidate for next-generation solar panels. The material, called 'solar absorber,' is made of a combination of metals and polymers and is capable of capturing and converting even the smallest amounts of sunlight. The breakthrough could lead to more efficient and cost-effective solar panels, which could help reduce our reliance on fossil fuels and mitigate climate change. #solarenergy #climatechange #renewableenergy",Sci/Tech,Sci/Tech
"Syrian refugees arrive in Germany, seeking safety and a new start",World,World
"NASA's Parker Solar Probe has made history by becoming the closest object to the Sun. The probe has entered the Sun's corona, the outermost layer of the solar system, and has provided groundbreaking insights into the Sun's behavior. The probe has also discovered a new type of solar wave, known as a 'solar kink wave', which could help scientists better understand the Sun's internal dynamics. #SolarProbe #SunStudies #SpaceExploration",Sci/Tech,Sci/Tech
Lionel Messi scores hat-trick as Argentina beats Nigeria 3-2 in thrilling friendly match,Sports,Sports
"NASA's Mars 2020 rover has discovered evidence of past water on the Red Planet, raising hopes for life beyond Earth. The rover found signs of hydrated minerals in rocks and soil at multiple locations, suggesting that water once flowed on Mars. The discovery could help scientists better understand the planet's geology and potential habitability. #Mars #NASA #SciTech",Sci/Tech,Sci/Tech
"LOS ANGELES, CA - LeBron James scored 44 points and added 10 rebounds and 7 assists as the Los Angeles Lakers defeated the Golden State Warriors 115-105 in a thrilling NBA match. James, who was named the game's MVP, led the Lakers to their third straight victory and kept their hopes alive for a playoff push.",Sports,Sports
"LeBron James scores 50 points in NBA Finals game, leading Los Angeles Lakers to victory",Sports,Sports
"Researchers at MIT have developed a new material that can absorb and convert 100% of the sun's energy, making it a promising solution for sustainable energy production. The new material, called 'SolarVest,' is made from a combination of polymers and carbon nanotubes, and can be integrated into clothing or building materials to maximize energy absorption. According to the team, SolarVest has the potential to revolutionize the way we generate energy and reduce our reliance on fossil fuels. #SolarVest #SustainableEnergy #RenewableEnergy",Sci/Tech,Sci/Tech
