text,label,predicted_label
SAN FRANCISCO (CBS.MW) -- The latest results on the server market from research firm Gartner show IBM and Hewlett-Packard dueling for the top spots in terms of revenue and shipments.,Sci/Tech,?
"Nashville, TN (Sports Network) - Tennessee Titans wide receiver Tyrone Calico is expected to undergo surgery Thursday on his injured left knee.",Sports,?
"The online employment site remains at the top, but the rest of the field is gaining ground.",Business,?
WHAT skill Wayne Rooney has. Its very difficult to dive that well. Try it. Fall over on purpose and it looks as if you are falling down on purpose.,Sports,??? To determine if it's Sci/T
"Describing the new iMac G5, Chris Taylor writes in TIME,  #147;What you get for that money is quite possibly the coolest personal computer yet created. The cool is more than merely aesthetic. Unlike a lot of previous Mac machines, on which you could almost fry an egg, the iMac G5 #146;s beautiful white surface does not get noticeably hot. Nor, at a whisper-quiet 25 decibels, does it make enough noise for most people to hear #133; #148; Sep 7",Sci/Tech,?
Microsoft Corp. has quietly released a  quot;critical quot; Windows XP Service Pack 2 update to fix a serious flaw in the Windows Firewall utility.,Sci/Tech,?
"A Jordanian who disappeared in Iraq two weeks ago and was believed to have been kidnapped has been freed and is in the custody of Iraqi police, Foreign Ministry spokesman Ali al-Ayed told reporters yesterday. ",World,?
"Reuters - U.S. planes unleashed a fierce\attack on rebel targets in Najaf early on Thursday, a Reuters\witness said.",World,?
"ATHENS, Greece - Greek sprinters Kostas Kenteris and Katerina Thanou pulled out of the Athens Games on Wednesday, nearly a week after they missed a drug test and were later hospitalized following a suspicious motorcycle crash.   ''I''m withdrawing from the Olympics,'' Kenteris said after meeting with the International Olympic Committee''s disciplinary commission...",World,?
"US blue chips ended lower on Monday after a disappointing sales forecast from the world #39;s biggest retailer, Wal-Mart Stores Inc.",Business,?
Apple Computer has updated the software for some of its iPod digital media players so that songs bought from RealNetworks won #39;t play.,Sci/Tech,?
" ZAGREB (Reuters) - Under heavy police security, Croatia  removed two plaques commemorating Nazi-era officials on Friday  in the first such action since independence in 1991.",World,Sci/Tech
"The Somerset boys'' soccer team started the state tournament as an 18th seed and an afterthought in the race for the Division 2 state title. The Blue Raiders knew their coach, Whit Horton, would be retiring after their final game. Yesterday, they gave Horton the best retirement gift possible, the MIAA Division 2 state title, taking a 1-0 win over ...",Sports,[Options: ...] Let me think
"For those who need to make telephone calls in flight and don''t want to sell the second car to finance them, help is on the way.",Sci/Tech,?
"The Catholic shrine of Lourdes yesterday opened a special bank account and appealed for donations from the faithful after it emerged that last weekend #39;s visit by the Pope had left it with a 1.2m (812,000) deficit. ",World,?
"AP - There were still plenty, way too many, good seats available.",Sports,Sci/Tech
"Keith Foulke isn''t going to forget the last two nights anytime soon, but he won''t be dwelling on them either.",Sports,?
World champion Michael Schumacher drove the quickest time in the first practice on Friday for Sunday #39;s Japanese Formula One Grand Prix in Suzuka.,Sports,?
"HONG KONG Hutchison Whampoa has filed with US regulators to raise as much as \$2 billion in an initial public offering of its phone business in Hong Kong, India and six other markets.",Business,?
NewsFactor - Compuware accused IBM (NYSE: IBM) of improperly introducing 11th hour evidence in \order to delay a ruling in a legal battle between the two firms. \Compuware is suing IBM for allegedly stealing source code and using it \in its own software products.,Sci/Tech,?
 ATHENS (Reuters) - China led the Olympic medal race going  into the fourth day of competition on Tuesday with 10 golds.,Sports,?
"NEW YORK - Verizon Wireless, the hulking champ of the cellular world, is about to meet a new contender. Any day now, the Federal Communications Commission is expected to recommend the approval of Cingular ",Sci/Tech,?
The absence of a United States broadcaster at the Paralympic Games has led senior figures within the International Paralympic Committee to raise doubts over New York #39;s bid to host the Olympic and Paralympic Games in 2012.,Sports,?
"Holder Tim Henman, beaten 7-5, 6-1 at the Paris Masters by Russian Mikhail Youzhny in the third round Friday, has turned his sights toward the Masters Cup.",Sports,?
"The man who emerged from a pile of baseball fans clutching Barry Bonds #39; 700th home run ball last month is now richer by \$804,129.",Sports,?
"AP - Rashard Lewis scored a season-high 37 points, and the Seattle SuperSonics improved to 18-4 with a 108-93 win over the Los Angeles Lakers Tuesday night.",Sports,?
"Alan Greenspan, Federal Reserve chairman, said yestedray that the wave of US bank mergers since 1995 had increased the stability of the financial sector.",Business,?
"SAN JOSE, CALIF. -- Borland with its Software Delivery Optimization (SDO) plan is looking to enable users to manage software projects like a business, Borlands Boz Elloy, senior vice president of software ",Sci/Tech,?
"HOUSTON - Roger Clemens has pitched as many important games as any pitcher of his generation, including nine All-Star games and seven World Series outings.",Sports,?
Alcatel plans to acquire US-based mobile infrastructure company Spatial Wireless in a deal valued at \$250 million. The agreement gives Alcatel an avenue to expand in the US gear market.,Business,Sci/Tech
"Substitute striker Marlon King scored in the final seconds to give second division Nottingham Forest a 2-1 win over West Ham United on Sunday, as fans and players paid tribute to late Forest manager Brian Clough.",Sports,Sci/Tech
" NEW DELHI (Reuters) - Iran, OPEC''s second-biggest producer,  will comply with the cartel''s decision to curb excess output  and pump crude oil at its official quota, an official said on  Wednesday.",Business,?
"Slovenia pulled off a famous result yesterday, defeating Italy to go top of Group Five. A solitary goal by Bostjan Cesar after 82 minutes gave the hosts victory in Celje to inflict a first World Cup qualifying group defeat on Marcello Lippi #39;s side.",Sports,?
&lt;strong&gt;Review&lt;/strong&gt; Quite a tempting package?,Sci/Tech,Sci/Tech
Lawyers for Ravens running back Jamal Lewis are negotiating a plea deal in his drug conspiracy case that would allow him to serve jail time in the offseason.,Sports,?
"The powerful St. Louis trio of Albert Pujols, Scott Rolen and Jim Edmonds is 4 for 23 with one RBI in the series and with runners on base, they are 1 for 13.",Sports,?
"AP - President Bush and Sen. John Kerry bowed to the wishes of popular maverick John McCain on Thursday, as the president embraced the Republican senator''s legal fight against big-money special interest groups airing negative ads and the Democratic nominee scrapped a commercial that featured McCain.",World,?
"Back in Dallas, Steve Nash deftly ran the Phoenix offense and set up his new teammates with one smooth pass after another. Kevin Garnett kept the ball in his own hands, outclassing Shaquille O #39;Neal all night.",Sports,?
"MARK COLVIN: Melbourne - Australia #39;s home of Rugby Union. Doesn #39;t sound quite right, does it? And indeed this afternoon the Australian Rugby Union decided that the AFL-mad Victorian capital was not ready to ",Sports,?
"Moving a step closer to its goal of storage on demand, IBM Corp. today announced updates to its TotalStorage Open Software product line with the intention ",Sci/Tech,?
Thousands of people have marched through cities across Germany in renewed protests against welfare cuts. ,World,?
The British Grand Prix has been given a stay of execution after being included on Formula One #39;s draft 2005 calendar. Silverstone owners the British Racing Drivers #39; Club have ,Sports,?
"The next time you''re inclined to dismiss baseball''s Rule 5 draft in December as an exercise of little consequence, remember that Johan Santana, the pitcher Pedro Martinez said reminded him of a younger version of himself, only with better stuff, was a Rule 5 pick five years ago.",Sports,?
"PalmSource today announced entry into an agreement for the acquisition of China MobileSoft Limited (CMS), a leading Chinese mobile phone software company with business operations headquartered with its wholly-owned subsidiary, MobileSoft Technology ",Sci/Tech,?
"Apple Computer Inc. (AAPL.O: Quote, Profile, Research) on Friday said customers of its iTunes online music store can now use eBay Inc.",Sci/Tech,Sci/Tech
"ALICANTE, Spain -- Paul-Henri Mathieu pulled off a remarkable 6-3, 3-6, 2-6, 6-3, 6-3 victory against Spanish No. 1 Carlos Moya to give France a 1-0 lead on the opening day of their Davis Cup semifinal on Friday.",Sports,?
"There are so many new faces, it #39;s hard to keep them all straight. But despite all the upheaval, all the contracts and controversy that so dominated the summer, Jerry Sloan believes the sheer ",Sports,________.
"com October 20, 2004, 1:37 PM PT. Cyber threats, chiefly viruses like NetSky and Sasser, make security an ongoing concern as it holds steady over software infrastructure as the third top priority.",Sci/Tech,?
 TEHRAN (Reuters) - Iran rejected on Sunday a U.N.  resolution calling on it to freeze uranium enrichment  activities and threatened to stop snap checks of its atomic  facilities if its case were sent to the U.N. Security Council.,World,?
"US fans of the Metal Gear Solid series can at last start counting down the days till the release of Snakes next adventure, as Konami confirm that Metal Gear Solid 3: Snake Eater will be released in the US on November 17th.",Sci/Tech,?
"Identity theft meets the global virus epidemic, enabling fraud that finally gets people''s attention. ",Sci/Tech,?
AP - Congressional leaders on Sunday would not guarantee passage of an overhaul of the nation''s intelligence agencies by the November election but pledged to try to make it happen.,World,?
"AP - The Anaheim Angels capped a stirring comeback with one final rally, and now they''re champions of the AL West for the first time in 18 years.",Sports,Sci/Tech
"Michaels Stores Inc., the world #39;s largest arts and crafts retailer, on Wednesday reported second-quarter net income rose 10 percent but warned future results may not be as strong as previously expected.",Business,?
" JAKARTA (Reuters) - A suicide bomber in a Daihatsu minivan  packed with explosives was responsible for an attack at the  Australian embassy in Jakarta on Thursday that killed nine  people, Indonesian police said on Friday.",World,?
"Taking a page from the music industry #39;s playbook, the movie industry filed lawsuits in St. Louis and elsewhere Tuesday as part of a national campaign to crack down on piracy online.",Sci/Tech,?
"The productivity of America #39;s workers grew at a 1.8 percent annual rate in the third quarter, the slowest pace in nearly two years, the government reported Tuesday.",Business,?
" EDEN PRAIRIE, Minn., (Sports Network) - The Minnesota  Vikings added some much- needed depth to its secondary on  Tuesday by signing veterans Terrance Shaw and Ralph Brown.",Sports,?
England heads into today #39;s Champions Trophy semifinal against Australia at Edgbaston without a win over its old rivals in their last 14 one-day internationals.,Sports,?
"You cant get your hands on one quite yet (they want to see how badly you really want it and so wont be shipping them out until the 18th), but tons of reviews of Dells new Axim X50 and X50v Pocket PCs have started popping up, and as were known ",Sci/Tech,?
THE calamity-prone Arsenal goalkeeper Jens Lehmann will be the centre of more derision from Gunners fans after his two horrendous blunders cost the English giants an important win in a 2-2 draw with Panathinaikos in Athens.,Sports,?
"The 0.85-inch diameter drive is a candidate for cell phone storage, but can the product compete against flash memory?",Sci/Tech,?
"AP - Results of recent polls on the presidential race. Listed above each set of results is the name of the 2000 winner in a given state, the organization that conducted the poll, the dates, the number interviewed, whether it was adults, registered voters (RV) or likely voters (LV) and the margin of error (MoE). Results may not total 100 percent because of rounding.",World,?
There were countless outings for Sidney Ponson earlier in the year when a slow start roiled into a disastrous outing. He would simply feel the game slipping from ,Sports,?
"Lockheed Martin won a contract worth up to \$3.27 billion Friday to build a new communications satellite network for the US military, using spacecraft that will be assembled at the firm #39;s huge campus in Sunnyvale.",Business,Sci/Tech
"Aviation legend Burt Rutan won the \$10 million Ansari X Prize on Monday with another flight to space for his SpaceShipOne, capping an eight-year quest in the St.",Sci/Tech,?
"In related news, it was announced yesterday that Warner Bros. Interactive Entertainment, DC Comics and Electronic Arts will bring a Batman Begins videogame tie-in.",Sci/Tech,?
"AFP - The opposition Labor Party renewed its pledge to withdraw Australian troops from Iraq if it wins October 9 elections, setting relations with ally Washington at the center of the election campaign.",World,?
"Ukraine needs your support. On Sunday December 26, 2004, a re-vote of the run-off for the Presidential Election in Ukraine is planned.  nbsp;Anyone who is over the age of 18 and a citizen of another country (i.e. other than Ukraine) can become an international observer.  nbsp;(Ukrainian citizens can be local observers)  nbsp;The Ukrainian Canadian Congress (UCC), in cooperation with the Ukrainian Congress Committee of America (UCCA), has organized international election observers for the first two rounds and are now seeking observers for round three.  nbsp;You do not need to be Canadian to register through the UCC, you may be a citizen of any country except Ukraine.  nbsp;You can make a contribution to democracy in Ukraine and spend the most interesting Christmas ever by coming to Ukraine to observe the elections.",Sci/Tech,?
German man sentenced to three years for selling counterfeit Microsoft products.,Sci/Tech,?
England #39;s cricket team has scored a 152 run win over Zimbabwe in their first match of the International Cricket Council #39;s Champions Trophy tournament in Edgbaston.,Sports,?
"Next, you could have a Motorola mobile phone with MasterCard PayPass to help you spend money faster.  quot;This is layering on more features to make the cell phone ",Sci/Tech,?
"Reuters - U.S. Treasury debt prices rallied on\Thursday, knocking yields to five-months lows, as low inflation\and soft manufacturing figures triggered a buying spree that\took on a technical momentum of its own.",Business,?
"With a series of events being strung together, rumors about Google building a browser are running amok. Speculation about the Google browser intensified after its recent hiring spree.",Sci/Tech,Sci/Tech
Reuters - Earl Boykins contributed 22 points to\help the Denver Nuggets overcome the absence of top scorer\Carmelo Anthony to defeat the New Orleans Hornets 76-67 Monday.,Sports,?
"The way the Boston Red Sox and New York Yankees have sprung to life at baseball #39;s winter meetings, you #39;d swear they were again in a two-team contest.",Sports,?
The future of Alitalia is at stake as the Italian flagship carrier meets with unions Monday to reveal the number of planned job cuts as part of a restructuring plan aimed at averting collapse.,Business,?
 ATHENS (Reuters) - Argentina upset three-times defending  champions the United States 89-81 in their semi-final at the  men''s Olympic basketball Friday.,Sports,?
"Scottish Football Association chief executive David Taylor has again insisted that Berti Vogts #39; job is secure, for the immediate future at least.",Sports,?
" LIVERPOOL, England (Reuters) - Anxious Britons awaited news  on Wednesday of hostage Kenneth Bigley after his captors in  Iraq said they beheaded the second of two Americans being held  with him.",World,?
"It was 3:45 pm ET on Wednesday afternoon when Expos president Tony Tavares held a team meeting to inform the players that the Expos franchise would be relocated to Washington, DC, starting in 2005.",Sports,?
"The Cassini spacecraft #39;s close flyby of Saturn #39;s mysterious moon Titan this week revealed clouds that will give clues to its weather, but the pass left scientists still puzzled about its surface.",Sci/Tech,?
"In the most highly anticipated Wall Street debut since the heady days of the dot-com boom, shares of Google surged nearly 20 percent on their first day of public trading Thursday as the quirky Internet company completed its much-hyped initial stock ...",Business,?
"AP - Illinois coach Ron Turner deflected questions about his future all season long, not wanting to be a distraction or take away from his players and the games they had left.",Sports,?
 NEW YORK (Reuters) - Former Computer Associates  International Inc. on  chief executive Sanjay Kumar was charged  on Wednesday with securities fraud and obstruction of justice  stemming from a two-year investigation of improper accounting  at the software maker.,Business,?
"AUSTIN, Texas A 36-year-old man has been arrested in England for allegedly having sex with a 15-year-old Austin girl he met in an Internet chat room.",Sci/Tech,?
"WASHINGTON, Aug. 17 (Xinhuanet) -- Output at US factories, mines and utilities rose by 0.4 percent in July, nearly recovering from a 0.5 percent plunge in June, the Federal Reserve said on Tuesday. ",Business,?
"Federal regulators have found evidence suggesting that mortgage giant Fannie Mae manipulated earnings to facilitate bigger bonuses to executives, according to a lawmaker familiar with the findings.",Business,?
"Pro baseball: Texas vs. Red Sox at Fenway Park, 7 p.m.; International League -- Rochester vs. Pawtucket at McCoy Stadium, Pawtucket, R.I., 7 p.m.",Sports,?
"From a changed attitude at PeopleSoft Inc. to the company''s acquisition of J.D. Edwards   Co. last year, Craig Conway clearly made a difference during his five years as CEO.",Sci/Tech,?
"AP - Tony Batista homered twice to reach 30 this season, Livan Hernandez pitched another complete game and the Montreal Expos beat the New York Mets 6-1 Tuesday night before just 3,839 at Olympic Stadium.",Sports,?
"Talking in a teleconference this afternoon, David Richards insisted that the ending of the  quot;consultancy contract quot; between BAR and Prodive, and his subsequent departure from the team, was a mutual decision.",Sports,?
" ISLAMABAD (Reuters) - Pakistan air force jets bombed  suspected al Qaeda-linked militants in a western tribal region  on Thursday, a day after six people were killed there in  clashes between government troops and gunmen, officials said.",World,__________
"TUCSON - The Arizona football team is sticking with quarterback Kris Heavner, but Wildcats coach Mike Stoops wants the sophomore to improve.",Sports,?
Vijay Singh remained on course for a fifth victory in six events with a second-round 68 to lead the 84 Lumber Classic tournament in Pennsylvania.,Sports,?
"Ziff Davis - The company will launch an OpenSolaris site on Friday, but an open-source version of Sun''s operating system is still a long way off.",Sci/Tech,?
Mr. Susilo Bambang Yudhoyono is set to become Indonesia #39;s next president. The former general has been projected as the landslide winner of this week #39;s presidential ballot.,World,?
"WASHINGTON - People fishing for sport are doing far more damage to US marine fish stocks than anyone thought, accounting for nearly a quarter of the catch from overfished species, researchers said.",Sci/Tech,?
Sun President Jonathan Schwartz has a pre-Halloween case of the creeps--and for good reason.,Sci/Tech,?
"AP - Terrell Owens caught Donovan McNabb''s long pass in stride, raced into the end zone, put his hands on his hips, stared at the crowd and nodded his head.",Sports,?
"US law enforcers have arrested dozens in a crackdown on  quot;spam quot; e-mail, identity theft and other fraudulent online activity, a person involved in the investigation says.",Sci/Tech,?
"Microsoft last week faced accusations of short-changing its Software Assurance customers following its decision to strip core features from the next major Windows client operating system, codenamed Longhorn.",Sci/Tech,?
"AFP - The Nigerian Senate has ordered Anglo-Dutch oil giant Shell to pay 1.5 billion dollars (1.2 billion euros) compensation for damages caused by nearly 60 years of exploration in the Niger Delta, a Senate document said.",World,?
"Annika Sorenstam was hitting the ball so well she knew exactly where it was going. Combine that with an unusually calm day in south Florida, and her name atop the leaderboard was no surprise.",Sports,?
Company''s communication system integrates cell phone functions into Land Rover''s ''central infotainment display.'',Sci/Tech,?
A 24-year-old Romanian cheats a California computer equipment distributor out of \$10 million. An Australian teenager causes a release of raw sewage by hacking into a treatment plants system.,Sci/Tech,?
" quot;It #39;s the kind of thing we expected, but we thought we might never find a fossil that would justifiably show it, quot; said Mark Norell, who co-authored a paper that describes the new species.",Sci/Tech,Sci/Tech
"new study shows that genes from genetically engineered grass can spread much farther than previously known, a finding that raises questions about the straying of other plants altered through ",Sci/Tech,?
"Lake Forest, IL (Sports Network) - Chicago Bears Pro Bowl linebacker Brian Urlacher is expected to be sidelined four-to-six weeks because of a lower left leg injury.",Sports,?
"Apple #39;s iTunes Music Store may be the current 800-pound gorilla of the online music industry (as far as paid downloads are concerned), but now Yahoo - possibly the most visited site on the Internet - is getting into the fray, paying \$160 million in cash ",Sci/Tech,?
"CORUS, the Anglo-Dutch steel-maker, today hit a landmark point in its recovery as it revealed it had achieved its first profitable six months since its creation from the merger of British Steel and Dutch firm Royal Hoogovens in 1999.",Business,?
"NewsFactor - Home computer users who think that they are well protected from malevolent acts should think again. The vast majority of home computers operate at risk of intrusion by invasive code, according to the results of a study conducted by America Online and the National Cyber Security Alliance.",Sci/Tech,?
"Jerome Williams gave the San Francisco Giants just the jolt they needed last night. Pitching for the first time in two months, the 22-year-old Waipahu High graduate from Hawai ",Sports,[ ]
" ATLANTA, Georgia (Reuters) - Veteran Jay Haas edged closer  to his first PGA Tour win for more than 10 years on Friday with  a four-under-par 66 for the halfway lead at the Tour  Championship.",Sports,?
Shanghai. (Interfax-China) -The World Health Organization (WHO) warned the of potential dangers of an outbreak of influenza H5N1 infections in pigs in China.,World,?
" KIEV, Ukraine (Reuters) - Ukraine''s outgoing leader denied  on Tuesday he had agreed on concessions with his opponents to  end a crisis that has plunged the country into turmoil and  driven a wedge between Russia and the West.",World,?
"LONDON (CBS.MW) -- Credit Suisse #39;s (CSR) CEO, Oswald Gruebel, said the Credit Suisse First Boston name may be scrapped but not immediately, AFX News reported.",Business,?
"So a few weeks ago, the two astronauts who live there tossed out some useless junk, like so many old hubcaps for the trash heap. Only this stuff floated away in space.",Sci/Tech,?
"Four-time champion Liverpool progressed to soccer #39;s Champions League 2-1 on aggregate, overcoming a 1-0 home defeat to AK Graz in the second leg of qualifying.",Sports,?
" CHICAGO (Reuters) - The twin burdens of soaring fuel prices  and slipping airfares clobbered the airline industry again in  the third quarter, leaving three of the top four U.S. carriers  to post quarterly losses on Wednesday.",Business,?
Arsenal forgot their usual fluent style but still managed to beat PSV Eindhoven 1-0 in their Champions League opener. The Gunners scraped past the defensively minded Dutch side at Highbury thanks only to a first-half own goal from Alex.,Sports,?
 #39;The ongoing stimulus of lower-than-expected mortgage interest rates was the primary driver of strong home sales in October. #39;.,Business,?
" NAJAF, Iraq (Reuters) - U.S. helicopter gunships pounded  Shi''ite militias in the holy Iraqi city of Najaf on Sunday as  tanks rumbled to within 800 meters (yards) of a besieged shrine  at the center of a near three-week insurgency.",World,?
"For all the polls that show how football is now America''s most popular game, the Yankees-Red Sox showdown for the American League pennant is this year''s sweet reminder that October baseball is the best game, the best theater in sports for moments to remember.",Sports,?
"IBM (IBM) said Tuesday that it would sell its PC business to Lenovo, China #39;s No. 1 PC maker, in a \$1.75 billion deal that marks the end of an era.",Business,?
"Demandware service designed to help midsize firms open shop online as fast as with a hosted service, but with more customization.",Sci/Tech,Sci/Tech
"Hand-held computer and scanner maker Symbol Technologies Inc. and wireless network equipment maker Proxim Corp. settled their patent dispute, the companies said Tuesday.",Business,?
" BEAVER CREEK, Colorado (Reuters) - Norwegian Lasse Kjus won  a World Cup giant slalom for the first time in nine years as  Alpine skiing''s golden oldies relived their past glories on  Saturday.",Sports,?
"Mazda will soon introduce the hybrid version of the Mazda Tribute, which is a shared platform with the Ford Escape. From the sound of it, this should be coming to market for the 2006 model year.",Sci/Tech,?
"KINGSTON, R.I. -- The University of Rhode Island''s 27-24 victory over the University of Massachusetts yesterday at Meade Stadium was the sort of game the 4,376 on hand for Homecoming Day could savor.",Sports,?
\A specially shaped camera lens which means images are never out of focus could find its way onto camera phones.,Sci/Tech,Sci/Tech
ANDRE AGASSI #39;s chances of qualifying for the season-ending Masters Cup suffered a setback in Stockholm today. The No.1 seed lost 3-6 6-3 7-6 to Thomas Johansson in the (\$1.,Sports,World
AP - John Halama and the Boston Red Sox finalized a one-year contract Wednesday.,Sports,?
Manchester United fans may be in for an anxious wait before learning whether Malcolm Glazer intends to launch a takeover bid for the Old Trafford club.,Sports,?
There were about 40 seconds left. The Finns had pulled their goaltender. Coach Pat Quinn had to put out someone to protect Canada #39;s one-goal lead in the final of the World Cup of Hockey on Tuesday night.,Sports,?
"A growing number of older Americans are discovering the Internet. Across the country, programs have sprouted at senior centers and libraries to help people master the Internet, which advocates say is an important tool for seniors trying to overcome isolation and stay independent.",Sci/Tech,?
Rangers fans have reacted angrily to suggestions from the Celtic manager Martin ONeill that his midfielder Neil Lennon was the victim of sectarian and racial abuse during the Old Firm game at the weekend.,Sports,Sci/Tech
 #39;Ol #39; Blue Eyes #39; provided an emotional musical tribute to  #39;Old Big  #39;Ead #39; as Nottingham Forest celebrated the remarkable life of Brian Clough ahead of today #39;s game with West Ham.,Sports,World
"AP - One day after the most lopsided loss in the 115 years of Nebraska football, the coaching staff told the Cornhuskers to forget about it.",Sports,?
"GAZA CITY, Gaza Strip - Israeli helicopters attacked a Hamas training field early Tuesday, killing at least 13 Palestinians and wounding 25 in the bloodiest strike in Gaza in months, officials from both sides said. Most of the casualties were members of the anti-Israeli militant group...",World,?
ll the emotion Venus Williams crammed into staving off elimination against Lindsay Davenport at the United States Open last night saved the 25th edition of their rivalry from being a dud.,Sports,?
"India test-launched an Agni II surface-to-surface missile capable of carrying nuclear weapons yesterday. The trial, on the testing range on Wheeler Island off eastern Orissa state, was the third trial of the ",World,?
Jewish leaders expressed growing frustration this week with continuing anti-Semitic violence in Europe following the torching of a Jewish community center in Paris early Sunday.,World,?
"Dhaka, December 8: The 15-member Indian cricket team arrived in the Bangladeshi capital amidst unprecedented security following a death threat but captain Sourav Ganguly said the pre-tour developments would have no bearing on the performance of his players ",Sports,?
British scientists are claiming a world first after finding a way to use hydrogen to fuel cars.,Sci/Tech,?
Reuters - A Yemeni\accused of guarding Osama bin Laden with explosive belts seemed\to acknowledge his al Qaeda membership on Thursday before a\U.S. military tribunal hearing fraught with translation\problems.,World,?
"Jeff Kent ends a pitcher''s duel with a three-run homer in the ninth Monday that lifts the Astros over St. Louis, 3-0, for a 3-2 edge in the NLCS.",Sports,?
"TOKYO: A powerful typhoon was poised to strike the southwestern Japanese island of Kyushu today, threatening large areas of the country with strong winds and heavy rain.",World,?
Scientists of the US National Aeronautics and Space Administration say its spacecraft Mars Odyssey will prolong its stay in space until at least September 2006.,Sci/Tech,?
"Fourth-string quarterback Seneca Wallace led Seattle on two touchdown drives as the Seahawks defeated the Packers, 21-3, on Monday night.",Sports,?
Yahoo has quietly expanded its local business listings and rolled out a service that gives businesses control over their listings in Yahoo Local through a new paid inclusion program.,Sci/Tech,?
NEW YORK - US stocks are seen in a contemplative mood Friday with the revised second-quarter gross domestic product reading likely to have a large bearing on sentiment and overall direction.,Business,?
"GAZA CITY -- An explosion wounded a senior Islamic Jihad field commander, Mohammed Khalil, in a Gaza refugee camp Thursday in what the Palestinian militant group said was an assassination attempt by Israel.",World,?
"Reuters - An ape that lived 13 million years\ago in what is now Spain may have been the last common ancestor\of all apes, including chimpanzees, gorillas, orangutans and\humans, researchers said on Thursday.",Sci/Tech,?
"TIM HENMAN last night admitted all of his energy has been drained away as he bowed out of the Madrid Masters. The top seed, who had a blood test on Wednesday to get to the bottom of his fatigue, went down ",Sports,Sci/Tech
Donald J. Trump may have a new project for his apprentices - helping him try to figure out how to take his troubled casino company private after a proposed bailout fell through.,Business,?
Customers at the Blockbuster at Grant Street and East Sixth Avenue in Denver welcomed the company #39;s announcement to abandon late fees.,Business,Sci/Tech
Symantec has unveiled new versions of its Norton security products--beefing up some of the real-time and automated features--and will release them in the next few weeks. ,Sci/Tech,?
_ Jamal Lewis ran for 186 yards as Baltimore dumped Cincinnati 23-to-9. He had a 75-yard touchdown sprint that clinched win win for the 2-and-1 Ravens.,Sports,?
roundup Plus: Oracle gives PeopleSoft shareholders more time...Cisco reports access control server flaws...Toshiba tinkers with Wi-Fi for TV.,Sci/Tech,?
"AP - For Marion Jones, Sydney must seem far more than half a world away. Those Olympics were some dreamland where she ruled track and field with a golden touch and a sweet smile, winning five medals that turned her into an international superstar.",Sports,?
"MINNEAPOLIS -- Marion Barber III and Laurence Maroney each surpassed 100 yards rushing for the fifth time in 15 games, and No. 22 Minnesota fought off Illinois State in an unimpressive 37-21 victory yesterday.",Sports,Sci/Tech
"arely two months before the presidential vote, Missouri #39;s secretary of state has suddenly announced that he will allow military voters from his state - one of the most pivotal in the election - to e-mail ballots from combat zones to the Defense Department ",Sci/Tech,?
"FOXBORO, Mass.  Bill Belichick took a few minutes Monday to convey his congratulations to his offensive coordinator on becoming Notre Dame #39;s head coach.",Sports,?
Wine and spirits maker Brown-Forman Corp. said Friday that heavy trading volume of its Class B common shares was due to sales from a  quot;non-affiliate Brown family trust.,Business,Sci/Tech.
"Hewlett-Packard Co. said it has launched a 3,999 yuan (\$483 in the US) computer in China. HP #39;s new model, part of its Pavilion series, features a central processing unit (CPU) from Advanced Micro Devices Inc.",Sci/Tech,?
"10:12 pm: This is it. If the Red Sox are ever going to do something, it #39;s got to be now. It #39;s the bottom of the fifth inning in Game 4. Two outs.",Sports,?
"Venus Williams of the United States returns the ball to Croatia #39;s Karolina Sprem, during their first round match, at the Swisscom Challenge Tennis Tournament in Kloten, Switzerland, Tuesday, Oct.19, 2004.",Sports,?
"Steve Coll, The Washington Post #39;s managing editor for six years, said today he is stepping down at the end of the year to pursue book projects.",Business,?
"The impact on physical anthropology of the diminutive hominid Homo floresiensis cannot be understated. The discovery in a rock shelter on the Indonesian island of Flores , announced in the ",Sci/Tech,?
ANAHEIM ---- The Anaheim Angels began their off-day workout for the American League divisional series Monday with a gentle breeze blowing through Angel Stadium and flipping the flag from their 2002 World Series championship in center field.,Sports,?
Japanese police have searched a nuclear plant owned by Kansai Electric Power for evidence of any negligence that may have led to a deadly accident there last month.,World,?
"Hackers have posted thousands of messages advertising pictures of David Beckham, supposedly in a compromising position. What inquisitive users actually get is the Hackarmy trojan horse -- a ",Sci/Tech,Sports
" SAN FRANCISCO (Reuters) - No 2. U.S. book retailer Borders  Group Inc. &lt;A HREF=''http://www.investor.reuters.com/FullQuote.aspx?ticker=BGP.N target=/stocks/quickinfo/fullquote''&gt;BGP.N&lt;/A&gt; on Tuesday posted a quarterly loss versus a  year-ago profit, hurt by sluggish store traffic and a slowdown  in sales of bestsellers.",Business,?
"Unix vendor SCO Group Inc became the victim of a hacker over the Thanksgiving weekend, in an apparent response to the company #39;s claims against the Linux operating system.",Sci/Tech,?
 NEW YORK (Reuters) - Lifestyle guru Martha Stewart said on  Wednesday she wants to serve her prison sentence for lying over  a suspicious stock sale as soon as possible so she can put her  ''nightmare'' behind her.,Business,?
"MIDDLESBROUGH, Aug 24 (SW) - Michael Reiziger will be sidelined for the coming six to eight weeks. The player dislocated his shoulder a few weeks ago and is unable to play on.",Sports,?
"BAGHDAD, Iraq - A US military official in Iraq says seven American marines have been killed today in a car-bomb explosion. Several other Marines have been wounded in the attack.",World,?
