text,label,predicted_label
"Justin Strzelczyk , a former player for the Pittsburgh Steelers and the University of Maine, died yesterday in a fiery head-on collision with a tanker truck in Herkimer, N.Y., after he led state troopers on a 40-mile highway chase during morning rush hour. Strzelczyk, 36, was an offensive lineman with the Steelers for nearly a decade until the team released ...",Sports,Business
"After years of being deluged with ever-increasing loads of spam, Internet users are starting to turn to instant-messaging applications instead of e-mail.",Sci/Tech,Sci/Tech
Scientists unlock the rainfall history stored in tree rings and find evidence of long dry periods in the past that dwarf the current drought in the western United States. The research hints at another monster drought to come. By Stephen Leahy.,Sci/Tech,Sci/Tech
WASHINGTON - EarthLink Inc. and Yahoo Inc. said today they would begin tests of a new anti-spam technology that encodes digital signatures into customers #39; e-mail as a way to separate legitimate messages from unwanted spam.,Sci/Tech,Sci/Tech
"Tokyo #39;s Nikkei average fell 0.14 percent by midday on Thursday with losses in shippers, steel makers and several technology shares overshadowing gains in select small-cap ",Business,Business
"The Swedish Industrial Development Fund has invested about \$4 million in Cypak, which makes throwaway RFID tags.",Sci/Tech,Sci/Tech
"US communications regulators on Thursday insisted the United States was making progress in rolling out high-speed Internet service, despite falling further behind other countries.",Sci/Tech,Sci/Tech
"Ireland #39;s Equestrian Federation said its offices were broken into last night, hours after the International Federation for Equestrian Sports said a sample from the horse Waterford Crystal ",Sports,World
"BASRA, Iraq - A bomb exploded Saturday outside a former Saddam Hussein-era palace that houses a U.S. consular office, killing at least one person and wounding two others, police and witnesses said...",World,World
"It has been 25 years since Sony launched the original Walkman, now the portable entertainment scene is going through a energetic renaissance, but this time it is digital.",Sci/Tech,Sci/Tech
"USATODAY.com - If Major League Baseball can negotiate a settlement with Baltimore Orioles owner Peter Angelos, it could announce next week the Montreal Expos'' new home is Washington, D.C.",Sports,Business
"The conventional wisdom dictates that repeating as NBA champs is an extremely difficult undertaking. And so it is. However, in the past seventeen seasons, only one NBA titlist did NOT accomplish consecutive ",Sports,Business
"SunTrust Banks (NYSE: STI) will close about 60 branches after the completion of its acquisition of Memphis, Tenn.-based National Commerce Financial Corp.",Business,Sci/Tech
Europe''s Organization for Nuclear Research (Cern) in Geneva celebrates 50 years of its work.,Sci/Tech,Business
"A proposed technology for identifying the source of e-mail messages suffered a blow last week when a group within the IETF established to study the proposal sent it back for more work, citing concerns over vague intellectual property claims made by ",Sci/Tech,Sci/Tech
"New technical support service lets businesses outsource tuning, patching and monitoring of their PeopleSoft systems.",Sci/Tech,Business
"Even though Miami has not quite played up to its usual standards this season, Virginia Coach Al Groh thinks the Hurricanes are still the benchmark when it comes to talent.",Sports,Sports
NewsFactor - Security software firm McAfee has unveiled a new module for its virus-scan engine that is designed to help businesses fight spyware.,Sci/Tech,Sci/Tech
"It was about taking care of business, or maybe it was about the Boston Red Sox not -gain. The Yankees didnt play their best game, but because the Red ",Sports,Business
"SAN FRANCISCO - A San Jose, California, judge ruled Monday that Advanced Micro Devices Inc. (AMD) is not entitled to trial documents that the company says might help it prove its European Commission antitrust complaint against Intel Corp.",Sci/Tech,Business
"AP - Drew Gooden scored 27 points and LeBron James had 27, his final field goal coming on a monstrous dunk that sent the Cleveland Cavaliers to a 105-97 win Saturday night over the feuding Toronto Raptors, who didn''t have Vince Carter.",Sports,Sports
Altec Lansing has been around since before the dawn of stereo. Altec Lansing was formed in 1941 when Altec purchased the Lansing Manufacturing Company.,Sci/Tech,Business
Fulham are facing FA charges regarding the conduct of their players in a Premier League match at West Bromwich Albion last Saturday that included a mass brawl and three dismissals.,Sports,Sports
Intel Corp. #39;s fourth-quarter sales are on track to break a company record as demand for the chips that power computers was stronger than originally expected in the weeks leading up to the holiday buying season.,Business,Business
Chad Pennington took full blame for the Jets #39; loss yesterday and the numbers back him up. It was the second-worst performance of his outstanding young career.,Sports,Sports
News that Apple has sold 200 million songs over its iTunes online music store came amid rumors that the company would collaborate with Motorola to launch an iPod phone in the first half of next year.,Sci/Tech,Sci/Tech
"JACKSONVILLE, Fla. -- Andre Dyson was it. Of the Tennessee Titans #39; starting secondary to open the season -- including the nickel and dime players -- Dyson was the last one standing in the fourth quarter of Sunday #39;s game with the Jacksonville Jaguars.",Sports,Business
"Network services giant AT amp;T is evaluating different operating systems, including Linux and Mac OS X, as alternatives to Windows for internal use.",Sci/Tech,Business
"Intel Corp is on track to introduce the worlds most advanced chip production technology in its products next year, the largest semiconductor maker said on Sunday.",Sci/Tech,Sci/Tech
A-Arshiad and Dawa ( Guidance and call) commission has issued a Fatwa demanding the kidnappers of the French journalists be released immediately and not to be harmed.,World,Business
"MONTREAL - Despite a jump of 19 percent in world air traffic this year, airlines are expected to lose as much as \$4 billion in 2004 because of high fuel costs, the International Air Transport Association said Monday.",Business,Sci/Tech
"Online security experts urge computer users to update their systems #39; antivirus measures, after a wave of attacks by the Zafi.d worm that have swamped thousands of e-mail servers.",Sci/Tech,Sci/Tech
"For the city, the team #39;s WNBA championship was the first major professional title for a local franchise in a generation. It #39;s time tomorrow for a downtown civic celebration -- much like the one with the Sonics in 1979.",Sports,World
UK budget airline Easyjet sees passenger numbers jump by 24 in August compared with the same month last year,Business,Business
" LAS VEGAS (Reuters) - Ukraine''s Vitali Klitschko left Danny  Williams battered and bruised on Saturday, stopping the Briton  in the eighth round to retain his World Boxing Council  heavyweight crown.",Sports,Sports
" GAZA (Reuters) - Israeli forces thrust into the outskirts  of a refugee camp on Thursday, killing four Palestinians  including a 9-year-old boy, as the army tightened its grip on  parts of the northern Gaza Strip.",World,World
The Renault F1 Team drivers explain how you can make up positions at the Hungarian circuit.,Sports,Business
"Companies to Provide Consumers with Access to Yahoo! Search Through Adobe Reader and Co-branded Toolbar Featuring Adobe Services. SAN JOSE, Calif.",Sci/Tech,Business
"Panama, Costa Rica and Trinidad  amp; Tobago grabbed the last three final hexagonal places available on Wednesday as the semifinal round of CONCACAF qualifying for the 2006 FIFA World Cup came to a close.",Sports,World
"ATHENS, Greece - Veronica Campbell snatched Jamaica #39;s first Olympic medal at the 2004 Athens Olympic Games with a third-place finish in the women #39;s 100-metre final last night.",Sports,Sci/Tech
" #147;I am writing these words on the most elegant desktop computer I #146;ve ever used, #148; writes Walt Mossberg about the iMac G5 in the Wall Street Journal,  #147;a computer that is not only uncommonly beautiful but fast and powerful, virus-free and surprisingly affordable. This machine takes up no more space on a desk than a flat-panel monitor. In fact, the entire computer is contained behind a flat-panel screen in a space just 2 inches thick  #151; thinner than most flat-panel monitors alone. #148; Sep 23",Sci/Tech,Business
 NEW YORK (Reuters) - U.S. stocks rebounded on Monday as  worry about oil prices crunching corporate profits eased when  crude retreated from record highs.,Business,Business
 MUNICH (Reuters) - Sweden''s Fredrik Jacobson made his bid  for a last-gasp Ryder Cup debut with a spectacular  seven-under-par 65 in the BMW International Open second round  on Friday.,Sports,Sci/Tech
"Centene Corp. (CNC.N: Quote, Profile, Research) , which sells Medicaid government health insurance plans, said it bought new plans totaling 136,000 new members, pushing its shares ",Business,Sci/Tech
"The West Virginia Mountaineers blew another chance at a decent win on national television, and left to the wel- earned chants of Overrated, as penalties, special teams and questionable decision making by the coaching staff once again doomed the ",Sports,Business
"Egypt held on to upset Cameroon 3-2, Mali conceded a 2-2 draw to Senegal and Nigeria dispatched Zimbabwe 3-0 in African zone World Cup qualifying on Sunday.",Sports,World
"AFP - The landmark trial of a Rwandan Roman Catholic priest accused of supervising the massacre of 2,000 of his Tutsi parishioners during the central African country''s 1994 genocide opens at a UN court in Tanzania.",World,Sci/Tech
A Bethesda company owned by Microsoft Corp. and Time Warner Inc. is the subject of a European Union investigation into whether the company #39;s software will give the two media giants a monopoly in copyright protection.,Business,Sci/Tech
"Reuters - Ketchup maker H.J. Heinz Co. (HNZ.N) on\Tuesday reported a 9 percent drop in quarterly profit after\spinning off some brands, but demand for new items like Ore-Ida\Extra Crispy fries helped to boost sales.",Business,Sci/Tech
AP - Daniel Graham was just a college sophomore when Ben Coates was wrapping up his brilliant career at tight end for the New England Patriots.,Sports,Sports
"bizpile writes  quot;It was reported earlier that Intel would be delaying the release of their 4Ghz Pentium 4 chips, but it now appears that they will be cancelling them altogether.",Sci/Tech,Sci/Tech
 quot;These last few months have been extremely exciting for the talented developers at the Mozilla project. Their Firefox browser has re-ignited the browser wars and done what no one thought possible -- taken ,Sci/Tech,Sci/Tech
"com. Arizona general manager Joe Garagiola Jr. spoke with Sexson #39;s agent, Casey Close, on Monday afternoon and did not read too much into the fact that the veteran filed for free agency.",Sports,Sports
"AT amp;T, the US telecoms group, and a team of subcontractors have won a contract valued at up to \$1bn to design, build and manage a secure IP-based global network for the US government ",Business,Business
Japan #39;s top mobile carrier has begun marketing a cell phone that can make Internet calls over Wi-Fi wireless networks in addition to regular ones.,Sci/Tech,Business
The HyperTransport Technology Consortium today announced the first HyperTransport technology expansion connector specification. The new EATX Motherboard/Daughtercard ,Sci/Tech,Sci/Tech
The 27-year-old #39;s awful form has become so predictable this year after a memorable 2003 which included making the Wimbledon final and leading Australia to glory in the Davis Cup.,Sports,World
"ATHENS, Greece - A taekwondo competitor from the Central African Republic was hospitalized for precautionary tests Friday after being knocked out during a preliminary bout.",Sports,Sci/Tech
"At least 12 people die in an explosion at a fuel pipeline on the outskirts of Nigeria''s biggest city, Lagos.",World,World
"com. When Giants pitcher Jerome Williams gave up a leadoff double to Ramon Vazquez to start Thursday night #39;s game, a San Diego broadcaster commented,  quot;Jerome doesn #39;t look that overpowering and doesn #39;t look comfortable on the mound.",Sports,Sports
Liverpool captain Steven Gerrard has rejected newspaper reports that he will be ruled out until Christmas. Gerrard broke a bone in his foot during Monday night #39;s defeat against Manchester United at Old Trafford ,Sports,Business
"Blizzard has finally confirmed a launch date for its long-awaited massively multiplayer title World Of Warcraft, with North America, Australia and New Zealand all getting the game on November 23rd.",Sci/Tech,Sci/Tech
TechWeb - Anacubis Desktop 3.0 shows the BI potential of information visualization software.,Sci/Tech,Sci/Tech
"ALAMOGORDO, N.M. (AP) -- The New Mexico Museum of Space History will be shipping names to the stars with the first X-Prize launch into space...",Sci/Tech,Sci/Tech
"Sunday #39;s final of the Madrid Masters pitted players ranked ninth, Marat Safin, and 10th, David Nalbandian, in the world; both near the top of their games.",Sports,World
"Despite their current low rates of broadband penetration, the ten new countries that joined the EU in May are poised for rapid growth in high-speed internet use, thanks ",Sci/Tech,Business
"Some 74 Iraqis were killed in Iraq yesterday while other 154 were injured, most of them are victims of a booby trapped car explosion in Baghdad and an attack in Baqouba, Abu Mus #39;ab al-Zarqawi claimed responsibility for, fighting in al-Ramadi between the ",World,World
"As the close-knit NASCAR community mourns the loss of team owner Rick Hendrick #39;s son, brother, twin nieces and six others in a plane crash Sunday, perhaps no one outside of the immediate family grieves more deeply than Darrell Waltrip.",Sports,Business
"By BRUCE MEYERSON    NEW YORK (AP) -- A new cellular application promises to help vision-impaired people who can''t read the screen of a mobile phone. It responds to spoken commands with voice recognition technology and reads back menu options, text messages, and other information to the user...",Sci/Tech,Sci/Tech
"LOS ANGELES (Reuters) - The hills of Mars yielded more tantalizing clues about how water shaped the Red Planet in tests by NASA #39;s robotic geologist, Spirit, while its twin, Opportunity, observed the deep crater it climbed into two months ...",Sci/Tech,Sci/Tech
"The House and the Senate overwhelmingly approved the \$146 billion measure, sending President Bush what would be his fourth tax cut in four years.",Business,Business
AP - Kerry Collins'' one completion covered almost as many yards as Rich Gannon''s seven. That''s one reason why he might be a better fit in the Oakland Raiders'' new offense. Collins'' 89-yard scoring strike to Doug Gabriel in the third quarter was the biggest play of the game before the Dallas Cowboys rallied to beat Oakland 21-20 on Tony Romo''s 1-yard keeper with six seconds left Saturday night.,Sports,Sci/Tech
Price cuts and bundles have helped drive steady broadband growth.,Sci/Tech,Business
"The Salvadoran Soccer Federation fired national team coach Juan Ramon Paredes following two humiliating defeats in recent World Cup qualifiers, the federation said Saturday.",Sports,Sports
Ryan Moore staged a remarkable comeback to overhaul Luke List in the 36-hole final of the US amateur championship at the Winged Foot Golf Club on Sunday.,Sports,Sports
"Intel and Hewlett-Packard will end their 10-year long development partnership for Itanium server chips, according to a report from Reuters.",Sci/Tech,Business
Ex-Yugoslav leader Slobodan Milosevic could be forced to accept a defence lawyer on Tuesday as his trial reopens.,World,Business
Didier Drogba struck nine minutes from time to give Chelsea a 1-0 win at Middlesbrough that took them to provisional top spot in the Premier League on Saturday.,Sports,Sports
"GCSE results have shown the biggest increase in top grades since 1999, with girls still out-performing boys.",World,Business
JOHN Kerry supporters have a welcome omen for their US presidential candidate: The Green Bay Packers defeated the Washington Redskins yesterday.,Sports,Sports
"In a move to reassure major customers and software developers, Microsoft yesterday answered one of the big questions looming over the PC industry: When will it finish the next version of Windows?",Sci/Tech,Business
"IBM on Tuesday unveiled the eServer i5 550, a new addition to its Power 5-based lineup that it #39;s aiming at mid-sized business. ",Sci/Tech,Business
"CINCINNATI -- At the height of his efforts to get out of this town, Corey Dillon declared,  quot;Rudi ain''t no C.D. quot; Dillon, now a Patriot, genuinely liked his former backup with the Bengals -- Rudi Johnson -- and really didn''t mean it the way it sounded.",Sports,Sci/Tech
"The 35th running of today #39;s New York City Marathon will test Meb Keflezighi, Paula Radcliffe, Deena Kastor and several other 2004 Olympians.",Sports,Sports
"AP - As a Washington journalist during the 90s, I made frequent treks to the Federal Election Commission to inspect cabinets full of campaign-finance reports to find out who was giving to whom.",Sci/Tech,Sci/Tech
"US mortgage applications fell 6.3 percent last week, the biggest decline in more than a month, as fewer people filed to buy a home or refinance.",Business,Sci/Tech
"AP - Throughout his NBA career, Jonathan Bender has been slowed by injuries. As his Indiana Pacers teammates finished practice Friday, there he was again, just sitting and watching.",Sports,Sci/Tech
BASEBALL Arizona (NL): Signed a two-year player development agreement with Tennessee (Southern).,Sports,Sports
AdvancedForce CEO Vladimir Chernavsky says the latest row about USB ports is part of a bigger debate about how best to manage access to external memory.,Sci/Tech,Business
"Australia has forced the Chappell-Hadlee Trophy series into a decider, but only after surviving a stunning fightback by New Zealand in match two at the Sydney Cricket Ground.",Sports,Sports
"Fueled by optimism for a growing US economy, two advertising forecasters yesterday predicted notable gains for the industry next year, despite the absence of the presidential ",Business,Business
Nanotechnology is confronting the U.S. with a familiar problem - assessing claims of innovation that do not match up neatly with the way patent examiners are trained to categorize them.,Sci/Tech,Sci/Tech
"Three armed Palestinians infiltrated the Jewish settlement of Morag in southern Gaza on Thursday morning, killing three Israelis and injuring another, according to Israeli military sources.",World,Sports
Swedish star Annika Sorenstam shot a six-under-par 66 in Thursday #39;s first round at the season-ending \$1-million ADT Championship.,Sports,Sci/Tech
"Eidur Gudjohnsen scored 31 seconds into the second half for league-leading Chelsea, helping offset two first-half goals by Arsenal #39;s Thierry Henry.",Sports,Business
"What rights will you give up in order to get some work?      We are guaranteed certain protections against the tyranny of the State, but what''s to stop private companies from ignoring those protections, so long as they can require us to agree to forego them in order to receive employment?",Sci/Tech,Business
"Ralph Friedgen and Frank Beamer''s relationship goes back 32 years to College Park, but for about three hours on Thursday, that friendship will be suspended.",Sports,Sci/Tech
"Iomega Corp. updated its network-attached storage line Friday with the NAS 400r, a rack-mounted NAS line featuring faster processors and improved capacity.",Sci/Tech,Sci/Tech
"The wildlife protection arm of the United Nations announced Friday that it would allow Caspian Sea countries to export caviar, though at lower levels than in 2003.",Sci/Tech,Sci/Tech
STEWARTRY-born David Coulthard is favourite to book a seat in the Red Bull Racing team. The 33-year-old who was axed by McLaren-Mercedes at the end of the season has been on the lookout for a team for the 2005 season.,Sports,Sports
"ATHENS -- Andy Roddick hit one final errant shot into the net and hung his head, his medal hopes over. A short while later, Venus Williams was gone, too. ",Sports,World
"Stubbs the Zombie being built on top of the Halo engine; Aspyr pegs summer  #39;05 as day the bloody demon arrives. Exclusive screens, developer video inside.",Sci/Tech,Sci/Tech
Cisco Systems has released a suite of new Cisco Catalyst switching products and services specifically designed and priced for small and medium-sized businesses (SMBs).,Sci/Tech,Business
"And it #39;s a large shadow hanging over the Baltimore Ravens. A shadow big enough to cover 5-11, 245 pounds. A shadow big enough to blot out the Jacksonville sun.",Sports,Business
3 September 2004 - Secretary-General Kofi Annan says the international presence in Sudan #39;s war-torn Darfur region must be expanded as soon as possible because attacks against civilians are continuing and  quot;the vast majority of militias quot; have not been ,World,World
"Win or lose last night, the Yankees were committed to starting Orlando Hernandez in Game 4 tonight.",Sports,Sports
" HOUSTON (Reuters) - A fired-up Lleyton Hewitt underlined  his determination to end the season with a third Masters Cup  title as he rallied past Spain''s Carlos Moya 6-7, 6-2, 6-4 to  complete their rain-delayed opening match on Tuesday.",Sports,Business
"This Web-savvy update syncs with MSN accounts, but you''ll want to be aware of some functionality requirements and service limitations.",Sci/Tech,Sci/Tech
"Tom Richey, head of homeland security efforts at Microsoft, will be online to discuss homeland security trends and Microsoft''s current work in the homeland security arena. Filter columnist Cynthia L. Webb will moderate.",Sci/Tech,Business
London - British ministers have condemned the  quot;disgraceful quot; racial abuse of England #39;s black players during Wednesday #39;s international friendly against Spain in Madrid and demanded that soccer authorities take action.,Sports,World
AP - Maryland students are celebrating the return of a popular program scrapped by the state last year that lets schools raise terrapin hatchlings and release them into their native habitat.,Sci/Tech,Sci/Tech
"SEVILLE - Andy Roddick is known for his power. He #39;ll need patience, too, in the Davis Cup final against Spain. Playing on red clay in front of an expected record crowd, Roddick might need to tone down his ",Sports,Sports
"KILKENNY, Ireland : Tiger Woods is doubtful for this week #39;s World Golf Championships event in Ireland after injuring a shoulder in a fall.",Sports,Sports
"A day before federal regulators are expected to free VoIP providers from state taxes, two California cities want their cut.",Sci/Tech,Business
"Opportunities for effective, inexpensive search marketing are abundant when you and ''think outside the (Big Search) box'' and look to vertical or specialized content sites. ",Sci/Tech,Business
"AP - Last summer, the Seattle Seahawks were a trendy pick to reach the Super Bowl. As they keep reminding themselves, that goal remains attainable. Yet one day after their second loss to NFC West rival St. Louis, everyone from coach Mike Holmgren down was asking the same question.",Sports,Sci/Tech
"At least one man was killed and four wounded Friday when a bomb exploded in the southern Afghan city of Kandahar, in the latest attack by Taliban fighters intent on derailing a landmark election next month.",World,Business
"Microsoft has introduced a new, optional trial as part of the Windows download website. The Windows Genuine Advantage program asks visitors to the site whether it is okay for Microsoft to check whether they ",Sci/Tech,Sci/Tech
"You know the line. If you saw  quot;A League of Their Own, quot; the film about the first women #39;s baseball league, you can still hear Tom Hanks saying it.",Sports,Sci/Tech
"AP - SAN JOSE, Calif.  #151; Microsoft Corp.''s software platform for personal digital assistants took over the market lead from PalmSource Inc. for the first time in the third quarter, according to market research released Friday.",Sci/Tech,Sci/Tech
" NEW YORK (Reuters) - Seagate Technology, the top U.S. maker  of computer hard-disc drives, on Tuesday forecast quarterly  earnings and revenue above Wall Street estimates amid stronger  demand for its products than in the previous quarter.",Business,Sci/Tech
Test pilot makes successful foray into space on rocket ship. But there was some drama... THE spectators on the ground gasped as the rocket ship rolled at least 16 times in about 16 seconds.,Sci/Tech,Sports
"PITTSBURGH at NY GIANTS Time: 1:30 p.m. Line: Steelers by 10. Records: Steelers 12-1, Giants 5-8. Vs. spread: Steelers 10-1-2, Giants 5-8. Series: Giants lead, 43-27-3. Comments: Think the Giants knew Ben Roethlisberger was available on draft day when they broke the bank and traded for Eli Manning? . . . All Big Ben has done this year is complete ...",Sports,Sci/Tech
RANGERS have rejected a  amp;pound7.5 million (\$19m) bid from Newcastle United for French central defender Jean-Alain Boumsong.  quot;I can confirm we have been in touch with Rangers and I can confirm he is one of ,Sports,Sports
"The Forgotten plays by all the rules expected from paranormal thrillers to deliver a nice punch, hold the melodrama. By Jason Silverman.",Sci/Tech,Sci/Tech
"CLEVELAND  #151; This area is football #146;s mecca  #151; the Hall of Fame is about an hour away, in Canton  #151; yet the fans here have been deprived of good football for so long.",Sports,Business
Serena Williams was all about show at the beginning of this US Open. Dress in what some would consider an outrageous manner. Tweak the tennis establishment.,Sports,Sci/Tech
Veteran offensive lineman Mike Compton and rookie defensive tackle Anthony Maddox were among the 12 players cut by the Jacksonville Jaguars on Sunday.,Sports,Business
"OCTOBER 27, 2004 (IDG NEWS SERVICE) - Yahoo Inc. for the first time is letting mobile phone users query its search engine, giving them access to conventional Web results, local business listings and related ",Sci/Tech,Business
"Three times is a charm, and never is this truer than with Microsoft products. With its brand new Windows XP Media Center Edition 2005 operating system, Microsoft may have unleashed the perfect OS for a home PC.",Sci/Tech,Sci/Tech
" BEIJING (Reuters) - Beijing has hinted that if the United  States releases any Guantanamo Bay detainees from its restive  Muslim far west Xinjiang region, they should be handed over to  Beijing and not sent to a third country.",World,Sci/Tech
Tottenham sporting director Frank Arnesen denied reports Saturday that Jacques Santini quit as manager because of a dispute over how the club was being run.,Sports,Sports
"It is difficult to convey the shock I felt on reading the allegations that Conrad Black, David Radler, and the rest of the Hollinger insiders had helped themselves to 95.",Business,Sci/Tech
Do you want to use more than one iPod with the same computer? There are a couple of different ways you can do it. Apple has posted an article about how to do so.,Sci/Tech,Business
"As details of the rumored merger between Sprint Corp. and Nextel Communications Inc. were being finalized behind closed doors late Tuesday, Miguel Avila, who heads Nextel''s Hispanic marketing, summed up the mood of employees at the company''s Reston headquarters.",Sci/Tech,World
"Corporate customers will be pitched PCs that can be centrally managed and partitioned, in addition to security features.",Sci/Tech,Business
 ATHENS (Reuters) - The United States beat world champions  Germany 2-1 in a fierce struggle Monday to reach the final of  the Olympic women''s soccer tournament.,Sports,Sports
Satellite image acquisitions will be synchronised with the tides as part of an ambitious new project to map coastlines from space. Accurate up-to-date marine charts are essential for safe shipping navigation.,Sci/Tech,Sci/Tech
Nelson Valdez scored two goals to help holder Werder Bremen beat Bayer Leverkusen 3-2 on Wednesday to advance to the third round of the German Cup.,Sports,Business
"A mini Blazers soap opera broke, was resolved and basically forgotten all in the same day on Sunday. It started when the news came out that Zach Randolph missed the team flight to Toronto on Saturday morning ",Sports,Sports
A grim Mayor Anthony Williams said today that he was deeply pessimistic that Washington would be able to salvage its deal with Major League Baseball to bring the Montreal ,Sports,Business
"Seeking to diversify beyond its sales-force-automation roots, Salesforce.com on Wednesday introduced a new on-demand call center and help desk application service called Supportforce.",Sci/Tech,Sci/Tech
"Overnight in London a High Court judge ruled in favor of three shareholder banks who sought to gain control of a business they majority own, but is presently stacked with directors friendly to Formula One boss Bernie Ecclestone, that ensures he retains ",Sports,Business
"Eric Williams scored 21 points and the New Jersey Nets shot a season-high 54.4 percent from the field in a 109-88 win over Atlanta on Saturday night, the Hawks #39; ninth straight loss.",Sports,Sports
The Internet Engineering Task Force has raised concerns about Microsoft #39;s Sender ID anti-spam technolgy as an industry standard.,Sci/Tech,Sci/Tech
Officials announced the launch of an IBM Innovation Center in Beijing Thursday to find better ways to get software from ISVs (define) around the world into the computers of small- to medium-sized businesses (SMBs) in China.,Sci/Tech,Business
The likely death of the video recorder - as reflected in the decision of Dixons not to stock them any more because of the popularity of DVDs - will come as a post-dated relief for millions of adults who claimed never to be able to programme them in the ,Sci/Tech,World
"SAN FRANCISCO - Cisco Systems Inc. channel partners will be able to offer real-time monitoring of enterprises'' networks after the company agreed to acquire NetSolve Inc., the networking giant said Thursday.",Sci/Tech,Business
Wireless vendors are committed to building 3G systems despite the fear that users will turn up their nose at all the extra bandwidth.,Sci/Tech,Business
"Seagate #39;s native SATA interface technology with Native Command Queuing (NCQ) allows the Barracuda 7200.8 to match the performance of 10,000-rpm SATA drives without sacrificing capacity ",Sci/Tech,Sci/Tech
"He was an unparalleled star of his day, throwing touchdown passes, swatting home runs, and swishing baskets at Lynn Classical. Aristotle George Agganis, whose mother called him ''Ari'' and friends dubbed ''Harry,'' was recruited in 1948 by football powerhouses including Notre Dame, but the Greek boy from Lynn chose to stay close to home at Boston University, where he instantly ...",Sports,Business
"Minutes after he finished his third round at the 84 Lumber Classic yesterday, DiMarco found fault with the threesomes that were used, the slow pace of play, life ",Sports,Sports
"US stocks fell after Colgate- Palmolive Co., the world #39;s largest toothpaste producer, reduced its profit forecast and PMC-Sierra Inc.",Business,Business
"Comparing photo slideshow computer applications, Thomas E. Weber writes for the Wall Street Journal,  #147;Those using an Apple computer won #146;t need to agonize over which slideshow program to choose. Apple #146;s excellent iLife package (\$49; included with new Macs) is all they #146;ll need. Users can construct slideshows in the package #146;s easy-to-use iDVD program or move slideshows from iPhoto into iDVD for burning onto a disc. For more effects, the iMovie video-editing software can add panning and zooming motion. #148; Aug 17",Sci/Tech,Sci/Tech
"BellSouth''s RealPages to Sell Google AdWords\\RealPages.com from BellSouth yellow pages and Google today announced an agreement whereby RealPages.com will become the first yellow pages publisher authorized to sell advertising through Google AdWords(R) to small and medium-sized local businesses. Under the multi-year agreement, BellSouth will include Google AdWords as an integral ...",Sci/Tech,Sci/Tech
"Construction equipment manufacturer Caterpillar Inc. said Wednesday that its Caterpillar Remanufacturing Services unit will acquire Williams Technologies Inc., a remanufacturer of transmissions and engines, from Remy International Inc. for an undisclosed ...",Sci/Tech,Business
"CHARLOTTE, NC Aug. 20, 2004  Democratic presidential hopeful John Kerry came to the heart of a conservative state hit hard by job losses over the past four years to tout his plan for curbing the export of jobs by cutting corporate taxes and enforcing ...",Business,Business
"The number of US households using Voice over IP (define) will rocket from 400,000 to 12 million over the next five years, a new report from JupiterResearch predicts.",Sci/Tech,Business
"Brazil has successfully launched a test rocket from the Alcantara base in northern Brazil on Saturday, October 23. The two-stage VSB-30 prototype flew for seven minutes at an altitude of about 100 kilometers above the earth.",Sci/Tech,Sci/Tech
"AP - Nokia said Thursday its third-quarter revenue and profits would be better than expected, citing an increase in mobile phone sales. The news pushed its shares up nearly 6.5 percent in trading.",Sci/Tech,Sci/Tech
U.S. court says it''s a French matter; plaintiff organizations want ban on sale of Nazi memorabilia.,Sci/Tech,Sci/Tech
"Aiming to deflate archrival Intel, Advanced Micro Devices this week will show off its dual-core chips, which will start to trickle out toward the middle of next year.",Sci/Tech,Business
"An emergency official said Florida residents may want to think twice about taking down the hurricane shutters. Even as Hurricane Frances battered Florida, another strong storm churned in the central Atlantic.",World,Business
" ATLANTA (Reuters) - Coca-Cola Co. &lt;A HREF=''http://www.investor.reuters.com/FullQuote.aspx?ticker=KO.N target=/stocks/quickinfo/fullquote''&gt;KO.N&lt;/A&gt; and its largest  bottler, Coca-Cola Enterprises Inc. &lt;A HREF=''http://www.investor.reuters.com/FullQuote.aspx?ticker=CCE.N target=/stocks/quickinfo/fullquote''&gt;CCE.N&lt;/A&gt;, said on Tuesday  they had reached an agreement to settle a five-year antitrust  case with the European Commission.",Business,Sci/Tech
"VODAFONE, the mobile phone giant, yesterday confirmed it is to reward patient shareholders by doubling its interim dividend following a  quot;robust quot; set of first-half figures.",Business,Sci/Tech
" BAGHDAD (Reuters) - Dozens of international aid agencies  considered quitting Iraq Wednesday following the abduction of  two Italian women, and as the U.S. military death toll rose  above 1,000.",World,Business
Companies agree to incorporate software interoperability tools in e-commerce partnership.,Sci/Tech,Business
"Bangkok, Thailand (Sports Network) - The world #39;s top players -- Roger Federer and Andy Roddick -- highlighted Friday #39;s quarterfinal winners at the \$550,000 Thailand Open.",Sports,Sports
"Chicago An NHL lockout that #39;s already nine weeks old won #39;t end anytime soon unless owners show some willingness to negotiate, agents said after a meeting with the players #39; union.",Sports,Business
There was no mystery ... no secret strategy ... no baited trap that snapped shut and changed the course of history #39;s most lucrative non-heavyweight fight.,Sports,World
"An Illinois judge on Monday approved a deal on how to carve up ownership of the Chicago Board of Trade, the oldest US futures exchange.",Business,Business
NASA -- A NASA-funded study has found the human body''s ability to fight off disease may be decreased by spaceflight. The effect may even linger after an astronaut''s return to Earth following long flights...,Sci/Tech,Business
"Hoping to annihilate its rivals in Taiwan #39;s high-end gaming market, chipmaker Intel yesterday unveiled a new set of high-performance products targeting hardcore users craving for an optimized platform for media manipulation and realistic game-play.",Sci/Tech,Sci/Tech
